date,timeframe,weekly_mb_total_stocks,weekly_mb_advancing_stocks,weekly_mb_declining_stocks,weekly_mb_unchanged_stocks,weekly_mb_net_advances,weekly_mb_ad_ratio,weekly_mb_ad_line,weekly_mb_advance_pct,weekly_mb_decline_pct,weekly_mb_avg_pct_change,weekly_mb_pct_change_volatility,weekly_mb_long_new_highs,weekly_mb_long_new_lows,weekly_mb_total_stocks_hl_long,weekly_mb_net_long_new_highs,weekly_mb_hl_ratio_long,weekly_mb_long_new_highs_pct,weekly_mb_long_new_lows_pct,weekly_mb_net_hl_line_long,weekly_mb_medium_new_highs,weekly_mb_medium_new_lows,weekly_mb_total_stocks_hl_medium,weekly_mb_net_medium_new_highs,weekly_mb_hl_ratio_medium,weekly_mb_medium_new_highs_pct,weekly_mb_medium_new_lows_pct,weekly_mb_net_hl_line_medium,weekly_mb_short_new_highs,weekly_mb_short_new_lows,weekly_mb_total_stocks_hl_short,weekly_mb_net_short_new_highs,weekly_mb_hl_ratio_short,weekly_mb_short_new_highs_pct,weekly_mb_short_new_lows_pct,weekly_mb_net_hl_line_short,weekly_mb_stocks_above_ma_10,weekly_mb_total_stocks_ma_10,weekly_mb_pct_above_ma_10,weekly_mb_stocks_above_ma_20,weekly_mb_total_stocks_ma_20,weekly_mb_pct_above_ma_20,weekly_mb_stocks_above_ma_50,weekly_mb_total_stocks_ma_50,weekly_mb_pct_above_ma_50,weekly_mb_long_new_highs_gt_100,weekly_mb_long_success_condition,weekly_mb_medium_new_highs_gt_100,weekly_mb_medium_success_condition,weekly_mb_short_new_highs_gt_100,weekly_mb_short_success_condition,weekly_mb_ad_ratio_gt_2_0,weekly_mb_ad_ratio_lt_0_5,weekly_mb_strong_advance_breadth,weekly_mb_weak_advance_breadth,weekly_mb_strong_ma_breadth_20,weekly_mb_weak_ma_breadth_20,weekly_mb_strong_ma_breadth_50,weekly_mb_weak_ma_breadth_50,weekly_mb_timeframe,weekly_mb_universe,weekly_mb_hl_periods,weekly_mb_ma_periods,weekly_mb_bullish_momentum_5d,weekly_mb_bearish_momentum_5d,weekly_mb_net_momentum_5d,weekly_mb_bullish_momentum_10d,weekly_mb_bearish_momentum_10d,weekly_mb_net_momentum_10d,weekly_mb_bullish_momentum_20d,weekly_mb_bearish_momentum_20d,weekly_mb_net_momentum_20d,weekly_mb_breadth_thrust,weekly_mb_breadth_deterioration,weekly_mb_ad_thrust,weekly_mb_new_highs_expansion,weekly_mb_new_lows_expansion,weekly_mb_total_bullish_signals,weekly_mb_total_bearish_signals,weekly_mb_net_signal_score,weekly_mb_overall_breadth_score,weekly_mb_breadth_rating,weekly_mb_signal_strength,weekly_mb_threshold_classification,weekly_mb_market_participation,weekly_mb_consecutive_bullish_days,weekly_mb_consecutive_bearish_days
2024-01-17,weekly,500,107,391,2,-284,0.27,-536,21.40,78.20,-0.76,1.04,0,0,500,0,,0.00,0.00,0,49,194,500,-145,0.25,9.80,38.80,-378,81,305,500,-224,0.27,16.20,61.00,-498,169,500,33.80,167,500,33.40,0,500,0.00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.00,2.00,-2.00,0.10,2.10,-2.00,0.09,2.18,-2.09,0,1,0,0,0,0,3,-3,14.30,Very Poor,Moderate Bearish,Breadth Deterioration (Bearish),21.40,0.00,11.00
2024-01-18,weekly,500,335,162,3,173,2.07,-363,67.00,32.40,0.54,1.48,0,0,500,0,,0.00,0.00,0,62,142,500,-80,0.44,12.40,28.40,-458,102,207,500,-105,0.49,20.40,41.40,-603,221,500,44.20,227,500,45.40,0,500,0.00,0,0,0,0,1,1,1,0,0,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.00,1.80,-1.80,0.10,1.90,-1.80,0.08,2.08,-2.00,0,1,1,0,0,1,2,-1,27.02,Poor,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),67.00,0.00,12.00
2024-01-19,weekly,500,373,126,1,247,2.96,-116,74.60,25.20,0.90,2.14,120,69,500,51,1.74,24.00,13.80,51,120,69,500,51,1.74,24.00,13.80,-407,246,89,500,157,2.76,49.20,17.80,-446,260,500,52.00,254,500,50.80,0,500,0.00,1,0,1,0,1,1,1,0,1,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.20,1.60,-1.40,0.20,1.80,-1.60,0.15,2.00,-1.85,0,1,1,1,1,3,3,0,30.16,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),74.60,0.00,0.00
2024-01-22,weekly,500,355,142,3,213,2.50,97,71.00,28.40,0.48,1.72,162,45,500,117,3.60,32.40,9.00,168,181,47,500,134,3.85,36.20,9.40,-273,341,56,500,285,6.09,68.20,11.20,-161,311,500,62.20,298,500,59.60,0,500,0.00,1,0,1,0,1,1,1,0,1,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.40,1.40,-1.00,0.30,1.70,-1.40,0.21,1.93,-1.71,0,1,1,1,0,3,2,1,32.08,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),71.00,1.00,0.00
2024-01-23,weekly,500,266,232,2,34,1.15,131,53.20,46.40,0.09,1.68,94,40,500,54,2.35,18.80,8.00,222,114,42,500,72,2.71,22.80,8.40,-201,230,65,500,165,3.54,46.00,13.00,4,317,500,63.40,293,500,58.60,0,500,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.40,1.20,-0.80,0.20,1.60,-1.40,0.20,1.87,-1.67,0,1,0,1,0,1,2,-1,28.22,Poor,Weak Signal (Bearish),Breadth Deterioration (Bearish),53.20,0.00,1.00
2024-01-24,weekly,500,143,352,5,-209,0.41,-78,28.60,70.40,-0.55,1.70,115,59,500,56,1.95,23.00,11.80,278,133,65,500,68,2.05,26.60,13.00,-133,226,128,500,98,1.77,45.20,25.60,102,264,500,52.80,250,500,50.00,0,500,0.00,1,0,1,0,1,1,0,1,0,1,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.40,1.20,-0.80,0.20,1.60,-1.40,0.19,1.88,-1.69,0,1,0,1,1,1,4,-3,20.72,Poor,Moderate Bearish,New Highs Expansion (Bullish); Breadth Deterioration (Bearish),28.60,0.00,2.00
2024-01-25,weekly,500,390,108,2,282,3.61,204,78.00,21.60,0.91,1.83,93,36,500,57,2.58,18.60,7.20,335,108,44,500,64,2.45,21.60,8.80,-69,174,128,500,46,1.36,34.80,25.60,148,331,500,66.20,324,500,64.80,0,500,0.00,0,0,1,1,1,1,1,0,1,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.80,1.20,-0.40,0.40,1.50,-1.10,0.29,1.82,-1.53,0,0,1,1,0,4,1,3,35.04,Poor,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),78.00,1.00,0.00
2024-01-26,weekly,500,272,227,1,45,1.20,249,54.40,45.40,0.06,1.39,72,11,500,61,6.55,14.40,2.20,396,97,14,500,83,6.93,19.40,2.80,14,188,67,500,121,2.81,37.60,13.40,269,337,500,67.40,318,500,63.60,0,500,0.00,0,0,0,1,1,1,0,0,0,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,0.80,1.20,-0.40,0.50,1.40,-0.90,0.33,1.78,-1.44,0,0,0,1,0,2,1,1,29.96,Poor,Weak Signal (Bearish),Breadth Deterioration (Bearish),54.40,2.00,0.00
2024-01-29,weekly,500,366,132,2,234,2.77,483,73.20,26.40,0.67,1.22,77,15,500,62,5.13,15.40,3.00,458,100,19,500,81,5.26,20.00,3.80,95,171,80,500,91,2.14,34.20,16.00,360,402,500,80.40,344,500,68.80,0,500,0.00,0,0,0,1,1,1,1,0,1,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,1.00,1.20,-0.20,0.70,1.30,-0.60,0.42,1.74,-1.32,0,0,1,1,0,4,1,3,35.28,Poor,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),73.20,3.00,0.00
2024-01-30,weekly,500,273,226,1,47,1.21,530,54.60,45.20,0.07,1.58,131,17,500,114,7.71,26.20,3.40,572,165,22,500,143,7.50,33.00,4.40,238,277,69,500,208,4.01,55.40,13.80,568,380,500,76.00,331,500,66.20,0,500,0.00,1,0,1,1,1,1,0,0,0,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,1.20,1.20,0.00,0.80,1.20,-0.40,0.45,1.70,-1.25,0,0,0,1,0,2,1,1,30.78,Poor,Weak Signal (Bearish),New Highs Expansion (Bullish); Breadth Deterioration (Bearish),54.60,4.00,0.00
2024-01-31,weekly,500,79,417,4,-338,0.19,192,15.80,83.40,-1.27,1.89,100,37,500,63,2.70,20.00,7.40,635,122,42,500,80,2.90,24.40,8.40,318,214,215,500,-1,1.00,42.80,43.00,567,231,500,46.20,266,500,53.20,0,500,0.00,0,0,1,1,1,1,0,1,0,1,0,0,0,1,weekly,SP500,52;13;4,10;20;50,1.40,1.20,0.20,0.90,1.20,-0.30,0.50,1.65,-1.15,0,1,0,1,0,2,3,-1,19.12,Very Poor,Moderate Bearish,Breadth Deterioration (Bearish),15.80,0.00,1.00
2024-02-01,weekly,500,400,98,2,302,4.08,494,80.00,19.60,1.20,2.05,71,71,500,0,1.00,14.20,14.20,635,85,79,500,6,1.08,17.00,15.80,324,144,253,500,-109,0.57,28.80,50.60,458,326,500,65.20,327,500,65.40,0,500,0.00,0,0,0,1,1,1,1,0,1,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,1.40,1.20,0.20,1.10,1.20,-0.10,0.60,1.55,-0.95,0,0,1,1,1,4,2,2,35.62,Poor,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),80.00,1.00,0.00
2024-02-02,weekly,500,230,266,4,-36,0.86,458,46.00,53.20,-0.04,2.17,106,47,500,59,2.26,21.20,9.40,694,121,56,500,65,2.16,24.20,11.20,389,162,116,500,46,1.40,32.40,23.20,504,299,500,59.80,292,500,58.40,0,500,0.00,1,0,1,1,1,1,0,0,0,0,0,0,0,1,weekly,SP500,52;13;4,10;20;50,1.40,1.20,0.20,1.10,1.20,-0.10,0.65,1.50,-0.85,0,1,0,1,0,2,2,0,26.72,Poor,Weak Signal (Bearish),New Highs Expansion (Bullish); Breadth Deterioration (Bearish),46.00,0.00,0.00
2024-02-05,weekly,500,90,409,1,-319,0.22,139,18.00,81.80,-0.91,1.86,47,79,500,-32,0.59,9.40,15.80,662,52,88,500,-36,0.59,10.40,17.60,353,70,182,500,-112,0.38,14.00,36.40,392,210,500,42.00,243,500,48.60,0,500,0.00,0,0,0,1,0,1,0,1,0,1,0,0,0,1,weekly,SP500,52;13;4,10;20;50,1.20,1.40,-0.20,1.10,1.30,-0.20,0.70,1.50,-0.80,0,1,0,0,1,1,4,-3,18.18,Very Poor,Moderate Bearish,Breadth Deterioration (Bearish),18.00,0.00,1.00
2024-02-06,weekly,500,346,147,7,199,2.35,338,69.20,29.40,0.68,2.07,55,44,500,11,1.25,11.00,8.80,673,67,56,500,11,1.20,13.40,11.20,364,130,113,500,17,1.15,26.00,22.60,409,252,500,50.40,288,500,57.60,291,500,58.20,0,0,0,1,1,1,1,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.20,1.20,0.00,1.20,1.20,0.00,0.70,1.40,-0.70,0,0,1,1,0,3,0,3,45.67,Fair,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),69.20,1.00,0.00
2024-02-07,weekly,500,321,175,4,146,1.83,484,64.20,35.00,0.47,1.85,114,32,500,82,3.56,22.80,6.40,755,128,51,500,77,2.51,25.60,10.20,441,229,90,500,139,2.54,45.80,18.00,548,267,500,53.40,293,500,58.60,295,500,59.00,1,0,1,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.20,0.80,0.40,1.30,1.00,0.30,0.75,1.30,-0.55,0,0,0,1,0,2,0,2,45.17,Fair,Weak Signal (Bullish),New Highs Expansion (Bullish),64.20,2.00,0.00
2024-02-08,weekly,500,274,225,1,49,1.22,533,54.80,45.00,0.29,2.12,85,48,500,37,1.77,17.00,9.60,792,101,63,500,38,1.60,20.20,12.60,479,199,112,500,87,1.78,39.80,22.40,635,289,500,57.80,301,500,60.20,294,500,58.80,0,0,1,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.00,0.60,0.40,1.20,0.90,0.30,0.80,1.20,-0.40,0,0,0,1,0,2,0,2,43.72,Fair,Neutral,Neutral,54.80,3.00,0.00
2024-02-09,weekly,500,313,185,2,128,1.69,661,62.60,37.00,0.24,1.74,75,27,500,48,2.78,15.00,5.40,840,93,43,500,50,2.16,18.60,8.60,529,179,74,500,105,2.42,35.80,14.80,740,292,500,58.40,298,500,59.60,289,500,57.80,0,0,0,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.00,0.40,0.60,1.20,0.80,0.40,0.85,1.10,-0.25,0,0,0,1,0,2,0,2,44.85,Fair,Neutral,Neutral,62.60,4.00,0.00
2024-02-12,weekly,500,323,174,3,149,1.86,810,64.60,34.80,0.62,1.46,92,10,500,82,9.20,18.40,2.00,922,123,17,500,106,7.24,24.60,3.40,635,265,64,500,201,4.14,53.00,12.80,941,348,500,69.60,337,500,67.40,313,500,62.60,0,0,1,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.00,0.00,1.00,1.10,0.70,0.40,0.90,1.00,-0.10,0,0,0,1,0,2,0,2,48.79,Fair,Neutral,Neutral,64.60,5.00,0.00
2024-02-13,weekly,500,57,442,1,-385,0.13,425,11.40,88.40,-1.61,1.72,24,86,500,-62,0.28,4.80,17.20,860,32,132,500,-100,0.24,6.40,26.40,535,67,311,500,-244,0.22,13.40,62.20,697,190,500,38.00,240,500,48.00,253,500,50.60,0,0,0,1,0,1,0,1,0,1,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.00,0.20,0.80,1.10,0.70,0.40,0.95,0.95,0.00,0,0,0,0,1,1,2,-1,29.33,Poor,Weak Signal (Bearish),Neutral,11.40,0.00,1.00
2024-02-14,weekly,500,390,104,6,286,3.75,711,78.00,20.80,1.03,1.93,54,26,500,28,2.08,10.80,5.20,888,61,35,500,26,1.74,12.20,7.00,561,86,66,500,20,1.30,17.20,13.20,717,255,500,51.00,270,500,54.00,275,500,55.00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.20,0.20,1.00,1.20,0.50,0.70,1.05,0.85,0.20,0,0,1,1,0,4,0,4,45.55,Fair,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),78.00,1.00,0.00
2024-02-15,weekly,500,410,87,3,323,4.71,1034,82.00,17.40,1.19,1.93,107,12,500,95,8.92,21.40,2.40,983,143,14,500,129,10.21,28.60,2.80,690,264,25,500,239,10.56,52.80,5.00,956,376,500,75.20,340,500,68.00,322,500,64.40,1,0,1,1,1,1,1,0,1,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.40,0.20,1.20,1.20,0.40,0.80,1.15,0.80,0.35,0,0,1,1,0,4,0,4,52.90,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.00,2.00,0.00
2024-02-16,weekly,500,169,326,5,-157,0.52,877,33.80,65.20,-0.43,1.87,91,15,500,76,6.07,18.20,3.00,1059,113,23,500,90,4.91,22.60,4.60,780,222,42,500,180,5.29,44.40,8.40,1136,329,500,65.80,313,500,62.60,309,500,61.80,0,0,1,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.40,0.20,1.20,1.20,0.30,0.90,1.15,0.75,0.40,0,0,0,1,0,2,0,2,40.99,Fair,Neutral,Neutral,33.80,3.00,0.00
2024-02-20,weekly,500,193,305,2,-112,0.63,765,38.60,61.00,-0.37,1.36,44,26,500,18,1.69,8.80,5.20,1077,73,48,500,25,1.52,14.60,9.60,805,147,144,500,3,1.02,29.40,28.80,1139,301,500,60.20,302,500,60.40,300,500,60.00,0,0,0,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.40,0.20,1.20,1.20,0.10,1.10,1.15,0.70,0.45,0,0,0,0,0,1,0,1,40.84,Fair,Neutral,Neutral,38.60,4.00,0.00
2024-02-21,weekly,500,322,176,2,146,1.83,911,64.40,35.20,0.28,2.00,45,15,500,30,3.00,9.00,3.00,1107,86,45,500,41,1.91,17.20,9.00,846,145,149,500,-4,0.97,29.00,29.80,1135,320,500,64.00,322,500,64.40,329,500,65.80,0,0,0,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.40,0.00,1.40,1.20,0.10,1.10,1.20,0.65,0.55,0,0,0,0,0,1,0,1,48.65,Fair,Neutral,Neutral,64.40,5.00,0.00
2024-02-22,weekly,500,373,126,1,247,2.96,1158,74.60,25.20,1.17,2.43,118,7,500,111,16.86,23.60,1.40,1218,166,13,500,153,12.77,33.20,2.60,999,264,47,500,217,5.62,52.80,9.40,1352,394,500,78.80,364,500,72.80,347,500,69.40,1,0,1,1,1,1,1,0,1,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.40,0.00,1.40,1.30,0.10,1.20,1.30,0.55,0.75,0,0,1,1,0,4,0,4,54.11,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.60,6.00,0.00
2024-02-23,weekly,500,335,160,5,175,2.09,1333,67.00,32.00,0.23,1.56,128,8,500,120,16.00,25.60,1.60,1338,184,10,500,174,18.40,36.80,2.00,1173,305,31,500,274,9.84,61.00,6.20,1626,405,500,81.00,370,500,74.00,359,500,71.80,1,0,1,1,1,1,1,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.20,0.00,1.20,1.30,0.10,1.20,1.25,0.50,0.75,0,0,1,1,0,3,0,3,53.55,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),67.00,7.00,0.00
2024-02-26,weekly,500,164,332,4,-168,0.49,1165,32.80,66.40,-0.40,1.58,91,12,500,79,7.58,18.20,2.40,1417,109,16,500,93,6.81,21.80,3.20,1266,180,80,500,100,2.25,36.00,16.00,1726,337,500,67.40,338,500,67.60,331,500,66.20,0,0,1,1,1,1,0,1,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.20,0.00,1.20,1.30,0.10,1.20,1.25,0.45,0.80,0,0,0,1,0,2,0,2,43.39,Fair,Weak Signal (Bearish),Neutral,32.80,8.00,0.00
2024-02-27,weekly,500,312,185,3,127,1.69,1292,62.40,37.00,0.49,1.77,61,14,500,47,4.36,12.20,2.80,1464,89,24,500,65,3.71,17.80,4.80,1331,127,108,500,19,1.18,25.40,21.60,1745,360,500,72.00,365,500,73.00,342,500,68.40,0,0,0,1,1,1,0,0,0,0,0,0,0,0,weekly,SP500,52;13;4,10;20;50,1.20,0.00,1.20,1.30,0.10,1.20,1.20,0.40,0.80,0,0,0,1,0,2,0,2,51.48,Fair,Neutral,Neutral,62.40,9.00,0.00
