date,timeframe,weekly_mb_total_stocks,weekly_mb_advancing_stocks,weekly_mb_declining_stocks,weekly_mb_unchanged_stocks,weekly_mb_net_advances,weekly_mb_ad_ratio,weekly_mb_ad_line,weekly_mb_advance_pct,weekly_mb_decline_pct,weekly_mb_avg_pct_change,weekly_mb_pct_change_volatility,weekly_mb_long_new_highs,weekly_mb_long_new_lows,weekly_mb_total_stocks_hl_long,weekly_mb_net_long_new_highs,weekly_mb_hl_ratio_long,weekly_mb_long_new_highs_pct,weekly_mb_long_new_lows_pct,weekly_mb_net_hl_line_long,weekly_mb_medium_new_highs,weekly_mb_medium_new_lows,weekly_mb_total_stocks_hl_medium,weekly_mb_net_medium_new_highs,weekly_mb_hl_ratio_medium,weekly_mb_medium_new_highs_pct,weekly_mb_medium_new_lows_pct,weekly_mb_net_hl_line_medium,weekly_mb_short_new_highs,weekly_mb_short_new_lows,weekly_mb_total_stocks_hl_short,weekly_mb_net_short_new_highs,weekly_mb_hl_ratio_short,weekly_mb_short_new_highs_pct,weekly_mb_short_new_lows_pct,weekly_mb_net_hl_line_short,weekly_mb_stocks_above_ma_10,weekly_mb_total_stocks_ma_10,weekly_mb_pct_above_ma_10,weekly_mb_stocks_above_ma_20,weekly_mb_total_stocks_ma_20,weekly_mb_pct_above_ma_20,weekly_mb_stocks_above_ma_50,weekly_mb_total_stocks_ma_50,weekly_mb_pct_above_ma_50,weekly_mb_long_new_highs_gt_100,weekly_mb_long_success_condition,weekly_mb_medium_new_highs_gt_100,weekly_mb_medium_success_condition,weekly_mb_short_new_highs_gt_100,weekly_mb_short_success_condition,weekly_mb_ad_ratio_gt_2_0,weekly_mb_ad_ratio_lt_0_5,weekly_mb_strong_advance_breadth,weekly_mb_weak_advance_breadth,weekly_mb_strong_ma_breadth_20,weekly_mb_weak_ma_breadth_20,weekly_mb_strong_ma_breadth_50,weekly_mb_weak_ma_breadth_50,weekly_mb_timeframe,weekly_mb_universe,weekly_mb_hl_periods,weekly_mb_ma_periods,weekly_mb_bullish_momentum_5d,weekly_mb_bearish_momentum_5d,weekly_mb_net_momentum_5d,weekly_mb_bullish_momentum_10d,weekly_mb_bearish_momentum_10d,weekly_mb_net_momentum_10d,weekly_mb_bullish_momentum_20d,weekly_mb_bearish_momentum_20d,weekly_mb_net_momentum_20d,weekly_mb_breadth_thrust,weekly_mb_breadth_deterioration,weekly_mb_ad_thrust,weekly_mb_new_highs_expansion,weekly_mb_new_lows_expansion,weekly_mb_total_bullish_signals,weekly_mb_total_bearish_signals,weekly_mb_net_signal_score,weekly_mb_overall_breadth_score,weekly_mb_breadth_rating,weekly_mb_signal_strength,weekly_mb_threshold_classification,weekly_mb_market_participation,weekly_mb_consecutive_bullish_days,weekly_mb_consecutive_bearish_days
2024-01-19,weekly,979,738,233,8,505,3.17,-367,75.38,23.80,0.93,2.15,203,132,979,71,1.54,20.74,13.48,71,203,132,979,71,1.54,20.74,13.48,-1054,495,177,979,318,2.80,50.56,18.08,-1212,527,979,53.83,518,979,52.91,0,979,0.00,1,0,1,0,1,1,1,0,1,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,0.20,1.60,-1.40,0.20,1.90,-1.70,0.15,2.08,-1.92,0,1,1,1,1,3,3,0,30.95,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),75.38,0.00,0.00
2024-01-22,weekly,979,749,224,6,525,3.34,158,76.51,22.88,0.94,3.25,314,61,979,253,5.15,32.07,6.23,324,376,65,979,311,5.78,38.41,6.64,-743,725,84,979,641,8.63,74.06,8.58,-571,642,979,65.58,621,979,63.43,0,979,0.00,1,0,1,0,1,1,1,0,1,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,0.40,1.40,-1.00,0.30,1.80,-1.50,0.21,2.00,-1.79,0,0,1,1,1,3,2,1,34.33,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),76.51,1.00,0.00
2024-01-23,weekly,979,460,516,3,-56,0.89,102,46.99,52.71,-0.07,1.68,207,54,979,153,3.83,21.14,5.52,477,255,58,979,197,4.40,26.05,5.92,-546,506,106,979,400,4.77,51.69,10.83,-171,631,979,64.45,591,979,60.37,0,979,0.00,1,0,1,1,1,1,0,0,0,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,0.60,1.20,-0.60,0.30,1.70,-1.40,0.27,1.93,-1.67,0,0,0,1,1,2,2,0,27.51,Poor,Weak Signal (Bearish),New Highs Expansion (Bullish); Breadth Deterioration (Bearish),46.99,0.00,0.00
2024-01-24,weekly,979,269,703,7,-434,0.38,-332,27.48,71.81,-0.69,1.86,211,97,979,114,2.18,21.55,9.91,591,242,108,979,134,2.24,24.72,11.03,-412,399,240,979,159,1.66,40.76,24.51,-12,525,979,53.63,501,979,51.17,0,979,0.00,1,0,1,1,1,1,0,1,0,1,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,0.80,1.20,-0.40,0.40,1.60,-1.20,0.31,1.94,-1.62,0,1,0,1,1,2,4,-2,20.85,Poor,Moderate Bearish,New Highs Expansion (Bullish); Breadth Deterioration (Bearish),27.48,0.00,1.00
2024-01-25,weekly,979,740,232,7,508,3.19,176,75.59,23.70,0.73,2.06,152,64,979,88,2.38,15.53,6.54,679,181,76,979,105,2.38,18.49,7.76,-307,287,280,979,7,1.02,29.32,28.60,-5,647,979,66.09,621,979,63.43,0,979,0.00,1,0,1,1,1,1,1,0,1,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.20,1.20,0.00,0.60,1.50,-0.90,0.41,1.88,-1.47,0,0,1,1,1,4,2,2,34.15,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),75.59,1.00,0.00
2024-01-26,weekly,979,548,425,6,123,1.29,299,55.98,43.41,0.19,1.85,137,27,979,110,5.07,13.99,2.76,789,188,32,979,156,5.88,19.20,3.27,-151,336,149,979,187,2.26,34.32,15.22,182,665,979,67.93,630,979,64.35,0,979,0.00,1,0,1,1,1,1,0,0,0,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.20,1.20,0.00,0.70,1.40,-0.70,0.44,1.83,-1.39,0,0,0,1,0,2,1,1,30.50,Poor,Weak Signal (Bearish),New Highs Expansion (Bullish); Breadth Deterioration (Bearish),55.98,2.00,0.00
2024-01-29,weekly,979,760,214,5,546,3.55,845,77.63,21.86,1.02,1.85,155,36,979,119,4.31,15.83,3.68,908,207,43,979,164,4.81,21.14,4.39,13,354,175,979,179,2.02,36.16,17.88,361,802,979,81.92,697,979,71.20,0,979,0.00,1,0,1,1,1,1,1,0,1,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.40,1.20,0.20,0.90,1.30,-0.40,0.53,1.79,-1.26,0,0,1,1,0,4,1,3,36.89,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),77.63,3.00,0.00
2024-01-30,weekly,979,451,523,5,-72,0.86,773,46.07,53.42,-0.22,1.75,218,36,979,182,6.06,22.27,3.68,1090,287,45,979,242,6.38,29.32,4.60,255,489,146,979,343,3.35,49.95,14.91,704,736,979,75.18,666,979,68.03,0,979,0.00,1,0,1,1,1,1,0,0,0,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.40,1.20,0.20,1.00,1.20,-0.20,0.55,1.75,-1.20,0,0,0,1,0,2,1,1,29.62,Poor,Weak Signal (Bearish),New Highs Expansion (Bullish); Breadth Deterioration (Bearish),46.07,4.00,0.00
2024-01-31,weekly,979,110,864,5,-754,0.13,19,11.24,88.25,-1.57,1.86,157,82,979,75,1.91,16.04,8.38,1165,200,98,979,102,2.04,20.43,10.01,357,362,468,979,-106,0.77,36.98,47.80,598,384,979,39.22,488,979,49.85,0,979,0.00,1,0,1,1,1,1,0,1,0,1,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.40,1.20,0.20,1.10,1.20,-0.10,0.60,1.70,-1.10,0,1,0,1,1,2,4,-2,17.20,Very Poor,Moderate Bearish,New Highs Expansion (Bullish); Breadth Deterioration (Bearish),11.24,0.00,1.00
2024-02-01,weekly,980,774,202,3,572,3.83,591,78.98,20.61,1.24,2.24,113,137,980,-24,0.82,11.53,13.98,1141,147,164,980,-17,0.90,15.00,16.73,340,244,503,980,-259,0.49,24.90,51.33,339,604,980,61.63,626,980,63.88,0,980,0.00,1,0,1,1,1,1,1,0,1,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.40,1.20,0.20,1.30,1.20,0.10,0.70,1.60,-0.90,0,0,1,1,1,4,2,2,34.96,Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish); Breadth Deterioration (Bearish),78.98,1.00,0.00
2024-02-02,weekly,980,459,516,5,-57,0.89,534,46.84,52.65,-0.04,2.36,176,102,980,74,1.73,17.96,10.41,1215,209,123,980,86,1.70,21.33,12.55,426,293,275,980,18,1.07,29.90,28.06,357,534,980,54.49,555,980,56.63,0,980,0.00,1,0,1,1,1,1,0,0,0,0,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.40,1.20,0.20,1.30,1.20,0.10,0.75,1.55,-0.80,0,1,0,1,1,2,3,-1,26.36,Poor,Weak Signal (Bearish),New Highs Expansion (Bullish); Breadth Deterioration (Bearish),46.84,0.00,1.00
2024-02-05,weekly,980,159,816,5,-657,0.19,-123,16.22,83.27,-1.09,1.95,70,163,980,-93,0.43,7.14,16.63,1122,82,200,980,-118,0.41,8.37,20.41,308,117,394,980,-277,0.30,11.94,40.20,80,374,980,38.16,443,980,45.20,0,980,0.00,0,0,0,1,1,1,0,1,0,1,0,0,0,1,weekly,Russell1000,52;13;4,10;20;50,1.20,1.40,-0.20,1.30,1.30,0.00,0.80,1.55,-0.75,0,1,0,1,1,2,4,-2,16.80,Very Poor,Moderate Bearish,Breadth Deterioration (Bearish),16.22,0.00,2.00
2024-02-06,weekly,980,686,283,11,403,2.42,280,70.00,28.88,0.73,2.15,101,93,980,8,1.09,10.31,9.49,1130,127,121,980,6,1.05,12.96,12.35,314,247,216,980,31,1.14,25.20,22.04,111,470,980,47.96,539,980,55.00,548,980,55.92,1,0,1,1,1,1,1,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.20,1.20,0.00,1.30,1.20,0.10,0.80,1.45,-0.65,0,0,1,1,1,3,1,2,44.48,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),70.00,1.00,0.00
2024-02-07,weekly,980,597,375,8,222,1.59,502,60.92,38.27,0.40,2.11,189,80,980,109,2.36,19.29,8.16,1239,221,123,980,98,1.80,22.55,12.55,412,408,197,980,211,2.07,41.63,20.10,322,498,980,50.82,546,980,55.71,548,980,55.92,1,0,1,1,1,1,0,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.20,0.80,0.40,1.30,1.00,0.30,0.85,1.30,-0.45,0,0,0,1,1,2,1,1,42.88,Fair,Weak Signal (Bullish),New Highs Expansion (Bullish),60.92,2.00,0.00
2024-02-08,weekly,980,624,355,1,269,1.76,771,63.67,36.22,0.67,2.73,178,81,980,97,2.20,18.16,8.27,1336,219,111,980,108,1.97,22.35,11.33,520,433,185,980,248,2.34,44.18,18.88,570,564,980,57.55,593,980,60.51,578,980,58.98,1,0,1,1,1,1,0,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.00,0.60,0.40,1.20,0.90,0.30,0.90,1.20,-0.30,0,0,0,1,1,2,1,1,45.63,Fair,Weak Signal (Bullish),New Highs Expansion (Bullish),63.67,3.00,0.00
2024-02-09,weekly,980,664,311,5,353,2.13,1124,67.76,31.73,0.54,2.19,182,53,980,129,3.43,18.57,5.41,1465,233,80,980,153,2.91,23.78,8.16,673,437,129,980,308,3.39,44.59,13.16,878,605,980,61.73,610,980,62.24,592,980,60.41,1,0,1,1,1,1,1,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.00,0.40,0.60,1.20,0.80,0.40,0.95,1.10,-0.15,0,0,1,1,1,3,1,2,47.33,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),67.76,4.00,0.00
2024-02-12,weekly,980,676,300,4,376,2.25,1500,68.98,30.61,0.80,1.75,210,16,980,194,13.12,21.43,1.63,1659,294,30,980,264,9.80,30.00,3.06,937,568,92,980,476,6.17,57.96,9.39,1354,719,980,73.37,678,980,69.18,648,980,66.12,1,0,1,1,1,1,1,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.00,0.00,1.00,1.10,0.70,0.40,1.00,1.00,0.00,0,0,1,1,0,3,0,3,51.08,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),68.98,5.00,0.00
2024-02-13,weekly,980,90,888,2,-798,0.10,702,9.18,90.61,-2.18,2.51,36,167,980,-131,0.22,3.67,17.04,1528,46,259,980,-213,0.18,4.69,26.43,724,88,606,980,-518,0.15,8.98,61.84,836,397,980,40.51,475,980,48.47,495,980,50.51,0,0,0,1,0,1,0,1,0,1,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.00,0.20,0.80,1.10,0.70,0.40,1.05,0.95,0.10,0,0,0,0,1,1,2,-1,29.00,Poor,Weak Signal (Bearish),Neutral,9.18,0.00,1.00
2024-02-14,weekly,980,812,162,6,650,5.01,1352,82.86,16.53,1.52,2.34,108,51,980,57,2.12,11.02,5.20,1585,127,62,980,65,2.05,12.96,6.33,789,175,115,980,60,1.52,17.86,11.73,896,566,980,57.76,571,980,58.27,582,980,59.39,1,0,1,1,1,1,1,0,1,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.20,0.20,1.00,1.20,0.50,0.70,1.15,0.85,0.30,0,0,1,1,1,4,1,3,48.90,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.86,1.00,0.00
2024-02-15,weekly,980,796,176,8,620,4.52,1972,81.22,17.96,1.35,2.75,220,25,980,195,8.80,22.45,2.55,1780,299,28,980,271,10.68,30.51,2.86,1060,511,52,980,459,9.83,52.14,5.31,1355,759,980,77.45,689,980,70.31,664,980,67.76,1,1,1,1,1,1,1,0,1,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.60,0.20,1.40,1.30,0.40,0.90,1.30,0.80,0.50,0,0,1,1,0,5,0,5,54.28,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),81.22,2.00,0.00
2024-02-16,weekly,980,313,660,7,-347,0.47,1625,31.94,67.35,-0.56,2.35,179,36,980,143,4.97,18.27,3.67,1923,233,50,980,183,4.66,23.78,5.10,1243,429,88,980,341,4.88,43.78,8.98,1696,663,980,67.65,632,980,64.49,622,980,63.47,1,1,1,1,1,1,0,1,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,1.80,0.20,1.60,1.40,0.30,1.10,1.35,0.75,0.60,0,0,0,1,0,3,0,3,41.60,Fair,Weak Signal (Bearish),New Highs Expansion (Bullish),31.94,3.00,0.00
2024-02-20,weekly,980,339,637,4,-298,0.53,1327,34.59,65.00,-0.59,1.84,81,67,980,14,1.21,8.27,6.84,1937,122,103,980,19,1.18,12.45,10.51,1262,223,306,980,-83,0.73,22.76,31.22,1613,595,980,60.71,591,980,60.31,600,980,61.22,0,1,1,1,1,1,0,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,2.00,0.20,1.80,1.50,0.10,1.40,1.40,0.70,0.70,0,0,0,1,1,3,1,2,40.32,Fair,Neutral,Neutral,34.59,4.00,0.00
2024-02-21,weekly,980,550,424,6,126,1.30,1453,56.12,43.27,0.03,2.08,82,53,980,29,1.55,8.37,5.41,1966,140,104,980,36,1.35,14.29,10.61,1298,222,351,980,-129,0.63,22.65,35.82,1484,587,980,59.90,602,980,61.43,624,980,63.67,0,1,1,1,1,1,0,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,2.20,0.00,2.20,1.60,0.10,1.50,1.45,0.65,0.80,0,0,0,1,1,3,1,2,45.57,Fair,Neutral,Neutral,56.12,5.00,0.00
2024-02-22,weekly,980,720,257,3,463,2.80,1916,73.47,26.22,1.07,2.55,195,31,980,164,6.29,19.90,3.16,2130,264,45,980,219,5.87,26.94,4.59,1517,429,114,980,315,3.76,43.78,11.63,1799,700,980,71.43,666,980,67.96,651,980,66.43,1,1,1,1,1,1,1,0,1,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,2.40,0.00,2.40,1.80,0.10,1.70,1.55,0.55,1.00,0,0,1,1,0,5,0,5,51.69,Fair,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),73.47,6.00,0.00
2024-02-23,weekly,980,646,326,8,320,1.98,2236,65.92,33.27,0.38,2.13,224,26,980,198,8.62,22.86,2.65,2328,307,33,980,274,9.30,31.33,3.37,1791,535,96,980,439,5.57,54.59,9.80,2238,725,980,73.98,688,980,70.20,675,980,68.88,1,1,1,1,1,1,0,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,2.20,0.00,2.20,1.90,0.10,1.80,1.55,0.50,1.05,0,0,0,1,0,3,0,3,51.46,Fair,Weak Signal (Bullish),New Highs Expansion (Bullish),65.92,7.00,0.00
2024-02-26,weekly,980,366,604,10,-238,0.61,1998,37.35,61.63,-0.16,1.91,176,38,980,138,4.63,17.96,3.88,2466,225,48,980,177,4.69,22.96,4.90,1968,385,172,980,213,2.24,39.29,17.55,2451,634,980,64.69,643,980,65.61,636,980,64.90,1,1,1,1,1,1,0,0,0,0,0,0,0,0,weekly,Russell1000,52;13;4,10;20;50,2.20,0.00,2.20,2.00,0.10,1.90,1.60,0.45,1.15,0,0,0,1,0,3,0,3,43.38,Fair,Weak Signal (Bullish),New Highs Expansion (Bullish),37.35,8.00,0.00
