date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-01-17,monthly,500,107,391,2,-284,0.27,-536,21.40,78.20,-0.76,1.04,49,194,500,-145,0.25,9.80,38.80,-378,91,341,500,-250,0.27,18.20,68.20,-445,500,500,500,0,1.00,100.00,100.00,0,91,500,18.20,117,500,23.40,167,500,33.40,0,0,0,0,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,0.00,0.40,-0.40,0.10,0.30,-0.20,0.09,0.36,-0.27,4.28,Very Poor,Weak Signal (Bearish),Neutral,21.40
2024-01-18,monthly,500,335,162,3,173,2.07,-363,67.00,32.40,0.54,1.48,62,142,500,-80,0.44,12.40,28.40,-458,159,216,500,-57,0.74,31.80,43.20,-502,500,500,500,0,1.00,100.00,100.00,0,286,500,57.20,215,500,43.00,227,500,45.40,0,0,1,0,1,1,1,0,0,0,monthly,SP500,12;3;1,3;6;12,0.00,0.40,-0.40,0.10,0.20,-0.10,0.08,0.33,-0.25,13.40,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),67.00
2024-01-19,monthly,500,373,126,1,247,2.96,-116,74.60,25.20,0.90,2.14,136,72,500,64,1.89,27.20,14.40,-394,309,90,500,219,3.43,61.80,18.00,-283,500,500,500,0,1.00,100.00,100.00,0,380,500,76.00,309,500,61.80,261,500,52.20,1,0,1,0,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.20,0.00,0.15,0.31,-0.15,14.92,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.60
2024-01-22,monthly,500,355,142,3,213,2.50,97,71.00,28.40,0.48,1.72,187,47,500,140,3.98,37.40,9.40,-254,380,62,500,318,6.13,76.00,12.40,35,500,500,500,0,1.00,100.00,100.00,0,381,500,76.20,352,500,70.40,305,500,61.00,1,0,1,0,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,0.40,0.40,0.00,0.30,0.20,0.10,0.21,0.29,-0.07,14.20,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),71.00
2024-01-23,monthly,500,266,232,2,34,1.15,131,53.20,46.40,0.09,1.68,120,42,500,78,2.86,24.00,8.40,-176,239,97,500,142,2.46,47.80,19.40,177,500,500,500,0,1.00,100.00,100.00,0,316,500,63.20,365,500,73.00,301,500,60.20,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,0.60,0.20,0.40,0.30,0.20,0.10,0.27,0.27,0.00,10.64,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),53.20
2024-01-24,monthly,500,143,352,5,-209,0.41,-78,28.60,70.40,-0.55,1.70,139,72,500,67,1.93,27.80,14.40,-109,234,201,500,33,1.16,46.80,40.20,210,500,500,500,0,1.00,100.00,100.00,0,175,500,35.00,272,500,54.40,249,500,49.80,1,0,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,0.80,0.20,0.60,0.40,0.30,0.10,0.31,0.31,0.00,5.72,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),28.60
2024-01-25,monthly,500,390,108,2,282,3.61,204,78.00,21.60,0.91,1.83,115,45,500,70,2.56,23.00,9.00,-39,194,154,500,40,1.26,38.80,30.80,250,500,500,500,0,1.00,100.00,100.00,0,350,500,70.00,339,500,67.80,327,500,65.40,1,0,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,1.20,0.20,1.00,0.60,0.30,0.30,0.41,0.29,0.12,15.60,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),78.00
2024-01-26,monthly,500,272,227,1,45,1.20,249,54.40,45.40,0.06,1.39,106,14,500,92,7.57,21.20,2.80,53,228,82,500,146,2.78,45.60,16.40,396,500,500,500,0,1.00,100.00,100.00,0,355,500,71.00,311,500,62.20,327,500,65.40,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.20,0.20,1.00,0.70,0.30,0.40,0.44,0.28,0.17,10.88,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),54.40
2024-01-29,monthly,500,366,132,2,234,2.77,483,73.20,26.40,0.67,1.22,103,19,500,84,5.42,20.60,3.80,137,217,112,500,105,1.94,43.40,22.40,501,500,500,500,0,1.00,100.00,100.00,0,373,500,74.60,381,500,76.20,376,500,75.20,1,0,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,1.40,0.20,1.20,0.90,0.30,0.60,0.53,0.26,0.26,14.64,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),73.20
2024-01-30,monthly,500,273,226,1,47,1.21,530,54.60,45.20,0.07,1.58,165,23,500,142,7.17,33.00,4.60,279,303,109,500,194,2.78,60.60,21.80,695,500,500,500,0,1.00,100.00,100.00,0,333,500,66.60,368,500,73.60,367,500,73.40,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.40,0.20,1.20,1.00,0.20,0.80,0.55,0.25,0.30,10.92,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),54.60
2024-01-31,monthly,500,79,417,4,-338,0.19,192,15.80,83.40,-1.27,1.89,133,42,500,91,3.17,26.60,8.40,370,234,244,500,-10,0.96,46.80,48.80,685,500,500,500,0,1.00,100.00,100.00,0,85,500,17.00,175,500,35.00,255,500,51.00,1,0,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,1.40,0.20,1.20,1.10,0.20,0.90,0.60,0.25,0.35,3.16,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),15.80
2024-02-01,monthly,500,400,98,2,302,4.08,494,80.00,19.60,1.20,2.05,88,84,500,4,1.05,17.60,16.80,374,154,297,500,-143,0.52,30.80,59.40,542,500,500,500,0,1.00,100.00,100.00,0,334,500,66.80,312,500,62.40,341,500,68.20,0,0,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,1.40,0.20,1.20,1.30,0.20,1.10,0.70,0.20,0.50,16.00,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),80.00
2024-02-02,monthly,500,230,266,4,-36,0.86,458,46.00,53.20,-0.04,2.17,122,61,500,61,2.00,24.40,12.20,435,190,123,500,67,1.54,38.00,24.60,609,500,500,500,0,1.00,100.00,100.00,0,302,500,60.40,274,500,54.80,315,500,63.00,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.40,0.20,1.20,1.30,0.20,1.10,0.75,0.20,0.55,9.20,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),46.00
2024-02-05,monthly,500,90,409,1,-319,0.22,139,18.00,81.80,-0.91,1.86,52,89,500,-37,0.58,10.40,17.80,398,82,195,500,-113,0.42,16.40,39.00,496,500,500,500,0,1.00,100.00,100.00,0,126,500,25.20,170,500,34.00,222,500,44.40,0,0,0,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,1.20,0.40,0.80,1.30,0.30,1.00,0.80,0.25,0.55,3.60,Very Poor,Weak Signal (Bearish),Neutral,18.00
2024-02-06,monthly,500,346,147,7,199,2.35,338,69.20,29.40,0.68,2.07,67,62,500,5,1.08,13.40,12.40,403,155,174,500,-19,0.89,31.00,34.80,477,500,500,500,0,1.00,100.00,100.00,0,259,500,51.80,243,500,48.60,263,500,52.60,0,0,1,1,1,1,1,0,0,0,monthly,SP500,12;3;1,3;6;12,1.20,0.40,0.80,1.30,0.30,1.00,0.80,0.25,0.55,13.84,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),69.20
2024-02-07,monthly,500,321,175,4,146,1.83,484,64.20,35.00,0.47,1.85,131,54,500,77,2.43,26.20,10.80,480,304,99,500,205,3.07,60.80,19.80,682,500,500,500,0,1.00,100.00,100.00,0,366,500,73.20,305,500,61.00,275,500,55.00,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.20,0.20,1.00,1.30,0.20,1.10,0.85,0.25,0.60,12.84,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),64.20
2024-02-08,monthly,500,274,225,1,49,1.22,533,54.80,45.00,0.29,2.12,103,67,500,36,1.54,20.60,13.40,516,209,138,500,71,1.51,41.80,27.60,753,500,500,500,0,1.00,100.00,100.00,0,298,500,59.60,292,500,58.40,286,500,57.20,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.00,0.20,0.80,1.20,0.20,1.00,0.90,0.25,0.65,10.96,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),54.80
2024-02-09,monthly,500,313,185,2,128,1.69,661,62.60,37.00,0.24,1.74,99,45,500,54,2.20,19.80,9.00,570,197,102,500,95,1.93,39.40,20.40,848,500,500,500,0,1.00,100.00,100.00,0,310,500,62.00,321,500,64.20,295,500,59.00,0,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.00,0.20,0.80,1.20,0.20,1.00,0.95,0.25,0.70,12.52,Very Poor,Neutral,Neutral,62.60
2024-02-12,monthly,500,323,174,3,149,1.86,810,64.60,34.80,0.62,1.46,128,20,500,108,6.40,25.60,4.00,678,309,88,500,221,3.51,61.80,17.60,1069,500,500,500,0,1.00,100.00,100.00,0,343,500,68.60,376,500,75.20,333,500,66.60,1,0,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.00,0.00,1.00,1.10,0.20,0.90,1.00,0.25,0.75,12.92,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),64.60
2024-02-13,monthly,500,57,442,1,-385,0.13,425,11.40,88.40,-1.61,1.72,33,135,500,-102,0.24,6.60,27.00,576,87,375,500,-288,0.23,17.40,75.00,781,500,500,500,0,1.00,100.00,100.00,0,66,500,13.20,127,500,25.40,197,500,39.40,0,0,0,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,1.00,0.20,0.80,1.10,0.30,0.80,1.05,0.25,0.80,2.28,Very Poor,Weak Signal (Bearish),Neutral,11.40
2024-02-14,monthly,500,390,104,6,286,3.75,711,78.00,20.80,1.03,1.93,61,36,500,25,1.69,12.20,7.20,601,91,81,500,10,1.12,18.20,16.20,791,500,500,500,0,1.00,100.00,100.00,0,252,500,50.40,240,500,48.00,256,500,51.20,0,0,0,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,1.20,0.20,1.00,1.20,0.20,1.00,1.15,0.20,0.95,15.60,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),78.00
2024-02-15,monthly,500,410,87,3,323,4.71,1034,82.00,17.40,1.19,1.93,147,14,500,133,10.50,29.40,2.80,734,378,25,500,353,15.12,75.60,5.00,1144,500,500,500,0,1.00,100.00,100.00,0,444,500,88.80,385,500,77.00,367,500,73.40,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,1.60,0.20,1.40,1.30,0.20,1.10,1.30,0.20,1.10,16.40,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.00
2024-02-16,monthly,500,169,326,5,-157,0.52,877,33.80,65.20,-0.43,1.87,122,23,500,99,5.30,24.40,4.60,833,242,88,500,154,2.75,48.40,17.60,1298,500,500,500,0,1.00,100.00,100.00,0,282,500,56.40,326,500,65.20,321,500,64.20,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,1.80,0.20,1.60,1.40,0.20,1.20,1.35,0.20,1.15,6.76,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),33.80
2024-02-20,monthly,500,193,305,2,-112,0.63,765,38.60,61.00,-0.37,1.36,77,54,500,23,1.43,15.40,10.80,856,149,248,500,-99,0.60,29.80,49.60,1199,500,500,500,0,1.00,100.00,100.00,0,170,500,34.00,296,500,59.20,301,500,60.20,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.20,1.80,1.50,0.10,1.40,1.40,0.20,1.20,7.72,Very Poor,Neutral,Neutral,38.60
2024-02-21,monthly,500,322,176,2,146,1.83,911,64.40,35.20,0.28,2.00,99,46,500,53,2.15,19.80,9.20,909,165,178,500,-13,0.93,33.00,35.60,1186,500,500,500,0,1.00,100.00,100.00,0,294,500,58.80,324,500,64.80,336,500,67.20,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,1.60,0.10,1.50,1.45,0.20,1.25,12.88,Very Poor,Neutral,Neutral,64.40
2024-02-22,monthly,500,373,126,1,247,2.96,1158,74.60,25.20,1.17,2.43,168,14,500,154,12.00,33.60,2.80,1063,344,65,500,279,5.29,68.80,13.00,1465,500,500,500,0,1.00,100.00,100.00,0,407,500,81.40,401,500,80.20,389,500,77.80,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,1.80,0.10,1.70,1.55,0.15,1.40,14.92,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.60
2024-02-23,monthly,500,335,160,5,175,2.09,1333,67.00,32.00,0.23,1.56,187,11,500,176,17.00,37.40,2.20,1239,337,43,500,294,7.84,67.40,8.60,1759,500,500,500,0,1.00,100.00,100.00,0,389,500,77.80,398,500,79.60,404,500,80.80,1,1,1,1,1,1,1,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,1.90,0.10,1.80,1.55,0.15,1.40,13.40,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),67.00
2024-02-26,monthly,500,164,332,4,-168,0.49,1165,32.80,66.40,-0.40,1.58,115,17,500,98,6.76,23.00,3.40,1337,188,136,500,52,1.38,37.60,27.20,1811,500,500,500,0,1.00,100.00,100.00,0,189,500,37.80,310,500,62.00,347,500,69.40,1,1,1,1,1,1,0,1,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.00,0.10,1.90,1.60,0.15,1.45,6.56,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),32.80
2024-02-27,monthly,500,312,185,3,127,1.69,1292,62.40,37.00,0.49,1.77,90,24,500,66,3.75,18.00,4.80,1403,149,207,500,-58,0.72,29.80,41.40,1753,500,500,500,0,1.00,100.00,100.00,0,263,500,52.60,331,500,66.20,359,500,71.80,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.10,0.10,2.00,1.60,0.15,1.45,12.48,Very Poor,Neutral,Neutral,62.40
2024-02-28,monthly,500,258,239,3,19,1.08,1311,51.60,47.80,0.05,1.44,121,27,500,94,4.48,24.20,5.40,1497,206,168,500,38,1.23,41.20,33.60,1791,500,500,500,0,1.00,100.00,100.00,0,291,500,58.20,289,500,57.80,349,500,69.80,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,1.65,0.15,1.50,10.32,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),51.60
2024-02-29,monthly,500,320,175,5,145,1.83,1456,64.00,35.00,0.59,1.54,152,19,500,133,8.00,30.40,3.80,1630,292,107,500,185,2.73,58.40,21.40,1976,500,500,500,0,1.00,100.00,100.00,0,335,500,67.00,324,500,64.80,377,500,75.40,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.00,2.00,2.20,0.00,2.20,1.70,0.10,1.60,12.80,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),64.00
2024-03-01,monthly,500,302,197,1,105,1.53,1561,60.40,39.40,0.58,2.27,151,42,500,109,3.60,30.20,8.40,1739,240,195,500,45,1.23,48.00,39.00,2021,500,500,500,0,1.00,100.00,100.00,0,335,500,67.00,331,500,66.20,372,500,74.40,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.00,2.00,2.10,0.00,2.10,1.70,0.10,1.60,12.08,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),60.40
2024-03-04,monthly,500,299,200,1,99,1.50,1660,59.80,40.00,0.31,1.97,212,44,500,168,4.82,42.40,8.80,1907,282,120,500,162,2.35,56.40,24.00,2183,500,500,500,0,1.00,100.00,100.00,0,324,500,64.80,347,500,69.40,365,500,73.00,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.00,2.00,2.10,0.00,2.10,1.75,0.10,1.65,11.96,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),59.80
2024-03-05,monthly,500,172,324,4,-152,0.53,1508,34.40,64.80,-0.58,1.82,132,56,500,76,2.36,26.40,11.20,1983,205,170,500,35,1.21,41.00,34.00,2218,500,500,500,0,1.00,100.00,100.00,0,212,500,42.40,272,500,54.40,322,500,64.40,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.00,2.00,2.10,0.00,2.10,1.80,0.05,1.75,6.88,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),34.40
2024-03-06,monthly,500,369,129,2,240,2.86,1748,73.80,25.80,0.68,1.57,125,27,500,98,4.63,25.00,5.40,2081,175,96,500,79,1.82,35.00,19.20,2297,500,500,500,0,1.00,100.00,100.00,0,314,500,62.80,320,500,64.00,357,500,71.40,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,1.90,0.05,1.85,14.76,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),73.80
2024-03-07,monthly,500,366,133,1,233,2.75,1981,73.20,26.60,0.79,1.43,191,19,500,172,10.05,38.20,3.80,2253,301,65,500,236,4.63,60.20,13.00,2533,500,500,500,0,1.00,100.00,100.00,0,384,500,76.80,356,500,71.20,374,500,74.80,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.00,0.05,1.95,14.64,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),73.20
