ticker,timeframe,signal_date,signal_type,current_price,vstop_long,vstop_short,vstop2_long,vstop2_short,atr_value,signal_strength,atr1_score,screen_type,signal_close_price,price_change_pct,days_since_signal,vstop,vstop2,vstopseries,uptrend,volume,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
CSCO,monthly,2025-08-29,Short,66.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,69.0900,-3.1698,7,67.6265,67.0083,67.3174,False,20156980,31.1698,0.1400,-0.2022,-3.1698
CVX,monthly,2025-03-01,Long,153.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,163.4572,-5.9938,188,111.5954,137.5263,124.5609,True,11003155,20.0000,7.6506,4.9103,-5.9938
FE,monthly,2022-12-01,Long,43.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,37.3569,16.3907,1009,28.3492,32.8531,30.6011,True,2504082,35.0000,0.2494,0.6721,16.3907
GE,monthly,2022-12-01,Long,279.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,51.4834,442.3694,1009,32.7739,42.7984,37.7861,True,4283926,35.0000,1.4869,-2.8071,442.3694
GEV,monthly,2024-04-01,Long,582.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,153.4108,279.4258,522,42.4971,97.9539,70.2255,True,3280356,35.0000,12.6753,9.0065,279.4258
GOOG,monthly,2025-06-23,Long,235.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,178.2700,31.9179,74,138.4953,161.3169,149.9061,True,26127737,35.0000,10.9500,6.5443,31.9179
GOOGL,monthly,2025-06-09,Long,235.0490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,174.4588,34.7304,88,145.9513,160.2051,153.0782,True,46588925,35.0000,0.1298,0.0745,34.7304
HD,monthly,2022-12-01,Long,418.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,296.2289,41.4278,1009,185.4427,243.7346,214.5886,True,5853391,35.0000,9.8005,-3.2025,41.4278
HPQ,monthly,2025-09-05,Long,29.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,29.3400,0.0000,0,24.3215,26.8307,25.5761,True,8673275,40.0000,0.2900,0.9983,0.0000
ISRG,monthly,2025-07-28,Short,466.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,483.1200,-3.3656,39,578.8789,530.9994,554.9392,False,2434784,28.3656,14.8800,-2.9880,-3.3656
IWM,monthly,2025-05-12,Long,237.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,209.2714,13.6180,112,180.9489,195.1102,188.0296,True,190629711,35.0000,1.0072,0.4836,13.6180
JNJ,monthly,2025-03-01,Long,178.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,163.2322,9.3105,188,128.9273,146.0798,137.5036,True,9732294,34.3105,0.8662,0.5335,9.3105
JPM,monthly,2025-05-05,Long,294.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,251.8666,16.8793,123,214.3112,233.0889,223.7000,True,9829983,35.0000,1.8909,0.7564,16.8793
KO,monthly,2022-12-01,Long,67.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,58.9793,15.2268,1009,49.4470,54.2132,51.8301,True,16753915,35.0000,0.0000,0.0000,15.2268
LLY,monthly,2025-09-05,Short,727.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,727.2100,0.0000,0,876.3525,801.7813,839.0669,False,3952150,40.0000,17.4900,-2.3486,0.0000
LULU,monthly,2025-06-09,Short,167.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,239.1100,-29.8231,88,355.5284,297.3192,326.4238,False,36788892,35.0000,27.4300,-10.2911,-29.8231
MA,monthly,2022-12-01,Long,584.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,342.1215,70.7639,1009,239.0216,294.8366,266.9291,True,1997227,35.0000,10.0945,-2.8660,70.7639
MAGS,monthly,2025-05-12,Long,61.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,52.4400,16.7239,112,39.8921,46.1660,43.0291,True,14266294,35.0000,1.8800,3.7183,16.7239
META,monthly,2025-05-26,Long,752.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,646.9922,16.2997,102,544.8693,595.9307,570.4000,True,9663441,35.0000,12.0707,1.9011,16.2997
MSFT,monthly,2025-09-01,Short,495.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,495.0000,0.0000,4,535.0878,514.9478,525.0178,False,31994846,32.0000,5.4700,-1.0930,0.0000
NFLX,monthly,2025-08-27,Short,1243.8199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,1223.5000,1.6608,9,1316.3131,1177.0934,1246.7033,False,2379673,26.0000,0.1100,-0.0090,1.6608
NTRS,monthly,2024-03-01,Long,127.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,84.7082,50.2451,553,59.9342,72.3212,66.1277,True,1221418,35.0000,6.6018,8.4523,50.2451
NVDA,monthly,2025-05-12,Long,167.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,135.3906,23.3616,116,89.0995,112.2451,100.6723,True,224441435,35.0000,13.4291,11.0109,23.3616
ORCL,monthly,2022-12-01,Long,232.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,78.8974,195.0669,1009,56.5138,68.3282,62.4210,True,13457421,35.0000,1.2644,-1.5774,195.0669
PDD,monthly,2025-07-21,Long,124.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,118.4500,5.2596,46,88.4437,103.4468,95.9452,True,8495063,30.2596,9.0200,8.2427,5.2596
PG,monthly,2025-09-05,Short,160.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,160.0200,0.0000,0,175.6102,152.2249,163.9175,False,5180684,40.0000,1.4700,0.9272,0.0000
PLTR,monthly,2025-08-29,Short,153.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,156.7100,-2.2972,7,182.0240,168.6670,175.3455,False,81855896,30.2972,0.2700,-0.1720,-2.2972
PM,monthly,2022-12-01,Long,161.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,88.6768,82.1785,1009,69.9882,79.3325,74.6603,True,4056530,35.0000,1.0076,1.1493,82.1785
QCOM,monthly,2025-06-09,Long,159.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,154.7200,3.3092,88,122.1495,139.7056,130.9276,True,7954191,28.3092,2.9100,1.9169,3.3092
QQQ,monthly,2025-05-12,Long,576.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,520.9250,10.5841,112,431.5032,476.2141,453.8586,True,304284532,35.0000,14.5037,2.8640,10.5841
SMH,monthly,2025-05-12,Long,293.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,246.4200,19.0163,112,181.1446,213.7823,197.4635,True,46484534,35.0000,9.7000,4.0977,19.0163
SPGI,monthly,2022-12-01,Long,538.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,327.3928,64.3469,1009,214.0830,279.0576,246.5703,True,678604,35.0000,21.4554,-6.1504,64.3469
SPY,monthly,2025-05-12,Long,647.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,592.4485,9.2483,112,511.3709,551.9097,531.6403,True,387441927,34.2483,12.6925,2.1893,9.2483
TMUS,monthly,2025-08-11,Long,252.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,254.6300,-0.7344,25,220.6971,237.6636,229.1804,True,3294248,25.0000,8.8900,3.6176,-0.7344
TSLA,monthly,2025-05-26,Long,350.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,346.4600,1.2642,102,252.2888,302.8944,277.5916,True,108989785,26.2642,0.8900,-0.2562,1.2642
UNH,monthly,2025-04-01,Short,315.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,408.5399,-22.8007,157,832.6613,587.8579,710.2596,False,11736972,35.0000,113.4943,-21.7408,-22.8007
V,monthly,2022-12-01,Long,343.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,203.5193,68.6425,1009,153.9901,183.0434,168.5168,True,4018157,35.0000,9.0514,-4.2581,68.6425
VGT,monthly,2025-05-12,Long,698.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,616.0451,13.4316,112,491.7759,553.9105,522.8432,True,2117759,35.0000,20.5079,3.4436,13.4316
VRSN,monthly,2024-12-01,Long,280.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,205.8034,36.0959,278,143.8732,174.8383,159.3558,True,682603,35.0000,19.8485,10.6738,36.0959
WMT,monthly,2022-12-01,Long,100.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,45.4871,120.9636,1009,35.4331,42.1652,38.7991,True,13739178,35.0000,3.2915,-6.7478,120.9636
XLB,monthly,2025-05-12,Long,91.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,86.6088,6.1786,112,77.5807,82.0948,79.8377,True,32911462,31.1786,0.1791,0.2072,6.1786
XLC,monthly,2025-05-12,Long,114.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,101.5336,12.9577,112,88.3022,94.9179,91.6101,True,32618537,35.0000,2.2745,2.2915,12.9577
XLE,monthly,2025-06-09,Long,87.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,87.3891,-0.0333,84,74.7127,81.0509,77.8818,True,92112760,25.0000,4.3248,5.2066,-0.0333
XLF,monthly,2025-05-12,Long,53.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,51.4138,3.2213,112,45.4742,48.4440,46.9591,True,224589343,28.2213,0.4784,0.9391,3.2213
XLI,monthly,2025-05-12,Long,150.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,143.3437,5.2924,112,122.7494,133.0466,127.8980,True,65542174,30.2924,3.4595,2.4731,5.2924
XLK,monthly,2025-05-12,Long,262.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,234.5013,12.0932,112,187.6599,211.0806,199.3703,True,67648748,35.0000,8.0467,3.5533,12.0932
XLP,monthly,2025-01-06,Long,80.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,75.4204,7.2257,238,71.9625,74.6745,73.3185,True,85411827,32.2257,2.0549,-2.6524,7.2257
XLRE,monthly,2025-06-16,Long,42.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,41.4550,1.7489,77,38.6710,40.2414,39.4562,True,30459398,26.7489,0.1685,-0.4048,1.7489
XLU,monthly,2025-01-06,Long,83.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,74.5299,11.9954,238,68.9288,72.4689,70.6989,True,57145513,35.0000,1.4792,-1.9460,11.9954
XLV,monthly,2025-09-01,Long,137.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,137.9000,0.0000,0,130.4571,134.1786,132.3178,True,67014995,40.0000,1.0100,0.7378,0.0000
XLY,monthly,2025-05-12,Long,235.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,217.2082,8.2418,112,177.9901,197.5991,187.7946,True,57585512,33.2418,4.4805,2.1062,8.2418
XOM,monthly,2022-12-01,Long,109.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,100.3590,8.8393,1009,76.3640,88.4301,82.3971,True,16822447,33.8393,1.2192,-1.2003,8.8393
