Date,Internet software/Services,Packaged software,Semiconductors
2024-08-12 00:00:00-04:00,291.2539,368.8303,170.2452
2024-08-19 00:00:00-04:00,294.0857,368.1414,173.4036
2024-08-26 00:00:00-04:00,291.8796,368.5178,165.5429
2024-09-02 00:00:00-04:00,275.4971,354.6982,141.2175
2024-09-09 00:00:00-04:00,288.1664,381.2977,162.4888
2024-09-16 00:00:00-04:00,302.0829,386.0078,160.3686
2024-09-23 00:00:00-04:00,304.5291,379.7412,166.8953
2024-09-30 00:00:00-04:00,314.8050,370.0806,169.9647
2024-10-07 00:00:00-04:00,310.8550,370.8918,177.8990
2024-10-14 00:00:00-04:00,310.5479,372.3753,174.0464
2024-10-21 00:00:00-04:00,310.3589,381.8295,174.4582
2024-10-28 00:00:00-04:00,312.8395,366.1969,167.0933
2024-11-04 00:00:00-05:00,326.0061,382.9369,178.6892
2024-11-11 00:00:00-05:00,315.0913,377.0884,169.6140
2024-11-18 00:00:00-05:00,316.4888,380.2672,170.1449
2024-11-25 00:00:00-05:00,322.3057,386.9850,167.8009
2024-12-02 00:00:00-05:00,342.1894,407.7173,175.3969
2024-12-09 00:00:00-05:00,350.2995,408.0504,179.3972
2024-12-16 00:00:00-05:00,341.9036,399.7798,177.8164
2024-12-23 00:00:00-05:00,346.4405,394.1504,184.5191
2024-12-30 00:00:00-05:00,345.1764,388.5502,187.7947
2025-01-06 00:00:00-05:00,345.0921,382.3978,180.9617
2025-01-13 00:00:00-05:00,348.5450,392.4586,186.1501
2025-01-20 00:00:00-05:00,368.6336,406.9526,190.1840
2025-01-27 00:00:00-05:00,381.7095,382.2726,170.0516
2025-02-03 00:00:00-05:00,378.2527,380.4133,176.4171
2025-02-10 00:00:00-05:00,386.8896,385.0016,185.6276
2025-02-17 00:00:00-05:00,365.8339,379.6957,178.7584
2025-02-24 00:00:00-05:00,354.0351,365.8290,166.3448
2025-03-03 00:00:00-05:00,339.3397,360.5661,158.2994
2025-03-10 00:00:00-04:00,331.0734,357.3761,163.5983
2025-03-17 00:00:00-04:00,330.4457,360.9374,160.4343
2025-03-24 00:00:00-04:00,316.9330,348.0693,148.2494
2025-03-31 00:00:00-04:00,287.3850,328.5104,128.5781
2025-04-07 00:00:00-04:00,309.4708,355.8909,150.8162
2025-04-14 00:00:00-04:00,298.5382,337.8999,140.5304
2025-04-21 00:00:00-04:00,326.3797,362.0188,153.8289
2025-04-28 00:00:00-04:00,344.2565,402.0557,159.0374
2025-05-05 00:00:00-04:00,334.3062,405.2191,162.5609
2025-05-12 00:00:00-04:00,359.0160,421.1162,182.2060
2025-05-19 00:00:00-04:00,356.7015,417.4168,178.2916
2025-05-26 00:00:00-04:00,365.6352,428.5042,183.9268
2025-06-02 00:00:00-04:00,382.1729,437.8190,190.4630
2025-06-09 00:00:00-04:00,376.9973,440.7000,191.5301
2025-06-16 00:00:00-04:00,372.8955,441.3439,193.2882
2025-06-23 00:00:00-04:00,400.0937,457.2901,209.5122
2025-06-30 00:00:00-04:00,395.6579,460.4387,211.6168
2025-07-07 00:00:00-04:00,392.1060,464.8005,215.7695
2025-07-14 00:00:00-04:00,389.4281,472.7903,220.0905
2025-07-21 00:00:00-04:00,395.0423,476.4472,221.7264
2025-07-28 00:00:00-04:00,400.2587,485.6855,220.5373
2025-08-04 00:00:00-04:00,417.1374,489.6518,231.5587
2025-08-11 00:00:00-04:00,424.8993,486.5009,231.6833
2025-08-18 00:00:00-04:00,410.4442,471.0112,224.7986
2025-08-25 00:00:00-04:00,418.2843,471.2627,228.5990
2025-08-27 00:00:00-04:00,416.4948,473.8444,232.0277
2025-08-29 00:00:00-04:00,416.8432,474.3814,225.0274
2025-09-01 00:00:00-04:00,437.6010,464.2814,229.4433
2025-09-05 00:00:00-04:00,437.6175,464.2814,229.4433
