Date,Electronic technology,Health technology,Retail trade,Technology services
2024-03-12 00:00:00-04:00,151.5756,215.9455,248.7073,299.7451
2024-03-13 00:00:00-04:00,149.2715,213.9787,249.5218,299.4989
2024-03-14 00:00:00-04:00,148.1932,212.9799,251.0256,303.6995
2024-03-15 00:00:00-04:00,147.1710,215.5210,246.7051,298.4549
2024-03-18 00:00:00-04:00,147.8497,214.7738,247.8438,304.1854
2024-03-19 00:00:00-04:00,149.0529,214.3758,249.0150,305.1910
2024-03-20 00:00:00-04:00,151.4742,214.6186,252.2511,309.0052
2024-03-21 00:00:00-04:00,151.0934,216.3020,251.9419,310.0248
2024-03-22 00:00:00-04:00,152.4060,216.7527,251.5000,311.6568
2024-03-25 00:00:00-04:00,152.1167,217.1004,251.4742,308.4668
2024-03-26 00:00:00-04:00,150.1668,219.2998,250.3545,307.2522
2024-03-27 00:00:00-04:00,150.3434,222.0267,251.5416,306.2077
2024-03-28 00:00:00-04:00,149.8056,220.9957,252.0364,304.4106
2024-04-01 00:00:00-04:00,150.4207,219.2010,251.1197,308.7359
2024-04-02 00:00:00-04:00,148.5846,213.6057,249.4830,308.3837
2024-04-03 00:00:00-04:00,149.4504,213.3721,250.1739,310.5121
2024-04-04 00:00:00-04:00,145.9975,210.6081,248.0058,307.9102
2024-04-05 00:00:00-04:00,148.3558,213.9455,253.3203,314.7044
2024-04-08 00:00:00-04:00,147.6618,213.4222,253.1416,313.7767
2024-04-09 00:00:00-04:00,147.5691,215.2176,254.6528,314.2496
2024-04-10 00:00:00-04:00,146.8923,213.3293,255.3442,313.5694
2024-04-11 00:00:00-04:00,152.3087,215.9460,259.2578,317.4378
2024-04-12 00:00:00-04:00,150.0980,212.8068,256.4441,312.7141
2024-04-15 00:00:00-04:00,147.1226,210.0564,252.5725,306.2256
2024-04-16 00:00:00-04:00,147.5710,210.2494,251.9714,306.7513
2024-04-17 00:00:00-04:00,142.7412,208.6512,250.2167,305.1927
2024-04-18 00:00:00-04:00,141.8436,207.7786,248.0344,304.0973
2024-04-19 00:00:00-04:00,135.6585,207.6100,244.0880,295.8311
2024-04-22 00:00:00-04:00,138.0817,209.8203,247.6005,297.4713
2024-04-23 00:00:00-04:00,140.9778,212.9632,250.6683,303.8128
2024-04-24 00:00:00-04:00,140.3534,212.3587,248.4313,303.2723
2024-04-25 00:00:00-04:00,142.7562,212.4611,245.8605,290.8014
2024-04-26 00:00:00-04:00,146.0881,213.3314,251.8548,300.0912
2024-04-29 00:00:00-04:00,147.2775,214.7815,252.4022,294.5386
2024-04-30 00:00:00-04:00,143.9463,213.2695,247.0394,288.1964
2024-05-01 00:00:00-04:00,140.4166,214.7085,250.1285,291.8907
2024-05-02 00:00:00-04:00,143.5949,216.4809,256.8760,295.0608
2024-05-03 00:00:00-04:00,149.8353,226.4073,259.7953,300.4394
2024-05-06 00:00:00-04:00,151.7754,223.5741,263.4317,306.0546
2024-05-07 00:00:00-04:00,150.9135,225.6826,265.4586,306.7642
2024-05-08 00:00:00-04:00,151.3601,225.3349,263.8505,307.1769
2024-05-09 00:00:00-04:00,150.9983,228.5590,267.0409,308.6543
2024-05-10 00:00:00-04:00,151.9295,228.0403,266.5239,308.9418
2024-05-13 00:00:00-04:00,152.9290,225.9773,264.3838,307.7995
2024-05-14 00:00:00-04:00,154.3866,227.5672,265.0591,309.6363
2024-05-15 00:00:00-04:00,158.2344,234.0338,265.5892,314.3849
2024-05-16 00:00:00-04:00,157.3469,232.6417,264.6325,312.9258
2024-05-17 00:00:00-04:00,156.5246,232.6987,266.0290,313.7277
2024-05-20 00:00:00-04:00,158.6564,233.6901,264.7430,316.1899
2024-05-21 00:00:00-04:00,158.7504,235.2584,265.4398,317.5261
2024-05-22 00:00:00-04:00,157.9748,233.3087,265.6442,317.3525
2024-05-23 00:00:00-04:00,160.6542,231.5387,263.5848,314.4489
2024-05-24 00:00:00-04:00,163.9455,233.4300,265.4006,318.5719
2024-05-28 00:00:00-04:00,168.4179,230.0043,266.5532,319.6731
2024-05-29 00:00:00-04:00,167.4038,227.9929,265.6259,318.4304
2024-05-30 00:00:00-04:00,165.7389,230.9796,264.7024,310.7368
2024-05-31 00:00:00-04:00,165.0392,232.4053,261.5089,310.7310
2024-06-03 00:00:00-04:00,167.9511,233.7417,263.6297,311.8361
2024-06-04 00:00:00-04:00,168.2826,234.9763,266.0192,312.7602
2024-06-05 00:00:00-04:00,175.3130,238.2539,268.3528,319.8273
2024-06-06 00:00:00-04:00,174.3719,238.2932,272.5493,320.2765
2024-06-07 00:00:00-04:00,174.4781,237.6163,272.3921,318.5932
2024-06-10 00:00:00-04:00,174.3034,237.8454,275.2530,321.8739
2024-06-11 00:00:00-04:00,178.6228,236.4939,275.4347,325.0190
2024-06-12 00:00:00-04:00,183.9744,239.7078,275.1867,328.4863
2024-06-13 00:00:00-04:00,188.3122,237.2616,272.4730,326.8385
2024-06-14 00:00:00-04:00,188.7240,238.1715,273.5470,328.6900
2024-06-17 00:00:00-04:00,191.7584,240.5300,275.5066,331.4537
2024-06-18 00:00:00-04:00,192.8483,242.3498,274.6547,329.2006
2024-06-20 00:00:00-04:00,188.0479,242.7092,276.1641,329.5279
2024-06-21 00:00:00-04:00,184.0296,242.3915,276.6132,331.2356
2024-06-24 00:00:00-04:00,178.5559,244.1837,273.6335,330.5019
2024-06-25 00:00:00-04:00,182.7917,248.5795,275.1732,335.6795
2024-06-26 00:00:00-04:00,184.1021,246.6640,281.1096,336.6020
2024-06-27 00:00:00-04:00,183.6220,247.2698,283.3152,338.8714
2024-06-28 00:00:00-04:00,182.5234,246.7866,279.5817,332.6857
2024-07-01 00:00:00-04:00,185.5539,243.8362,282.1730,336.2443
2024-07-02 00:00:00-04:00,186.8161,244.1348,286.3537,339.0092
2024-07-03 00:00:00-04:00,191.3488,242.5043,285.0613,340.0204
2024-07-05 00:00:00-04:00,191.8489,245.7772,290.0878,349.3981
2024-07-08 00:00:00-04:00,194.2204,246.0696,288.7688,346.3969
2024-07-09 00:00:00-04:00,195.1546,246.3866,289.8048,344.3513
2024-07-10 00:00:00-04:00,199.5836,249.0792,289.8392,347.8421
2024-07-11 00:00:00-04:00,192.8009,249.6917,280.9231,337.1363
2024-07-12 00:00:00-04:00,195.2023,251.9443,280.1475,334.1481
2024-07-15 00:00:00-04:00,195.7472,249.2476,279.2687,334.9081
2024-07-16 00:00:00-04:00,194.8038,250.4571,279.6675,331.3208
2024-07-17 00:00:00-04:00,182.7963,248.1255,274.7250,323.2115
2024-07-18 00:00:00-04:00,182.8640,243.1850,270.4272,322.8414
2024-07-19 00:00:00-04:00,180.0782,255.0564,269.8126,321.5697
2024-07-22 00:00:00-04:00,184.4393,258.2870,270.6859,327.4711
2024-07-23 00:00:00-04:00,184.4137,255.7778,274.3708,328.1705
2024-07-24 00:00:00-04:00,174.8455,256.3205,266.8929,314.3366
2024-07-25 00:00:00-04:00,172.8280,250.3567,263.9463,307.3769
2024-07-26 00:00:00-04:00,174.5098,251.6882,266.5261,311.2853
2024-07-29 00:00:00-04:00,173.2880,251.8682,266.6277,312.6025
2024-07-30 00:00:00-04:00,168.6496,248.6279,264.4177,311.0632
2024-07-31 00:00:00-04:00,180.3770,252.4713,270.6289,312.3410
2024-08-01 00:00:00-04:00,171.7936,256.0137,267.5238,315.1180
2024-08-02 00:00:00-04:00,168.8041,255.5066,255.1897,308.4753
2024-08-05 00:00:00-04:00,162.4234,248.6813,246.8027,298.3033
2024-08-06 00:00:00-04:00,164.1887,252.4906,249.9647,303.0460
2024-08-07 00:00:00-04:00,161.4255,249.2121,249.7690,302.0741
2024-08-08 00:00:00-04:00,167.9926,257.1877,256.4806,309.1457
2024-08-09 00:00:00-04:00,168.6766,256.4878,259.5253,312.3847
2024-08-12 00:00:00-04:00,170.8874,257.0174,260.8491,311.6478
2024-08-13 00:00:00-04:00,176.9337,259.3808,263.8709,317.5406
2024-08-14 00:00:00-04:00,178.3697,259.9429,263.3610,317.2081
2024-08-15 00:00:00-04:00,184.3116,263.7793,271.5768,321.0020
2024-08-16 00:00:00-04:00,185.2038,262.7690,270.4621,319.8030
2024-08-19 00:00:00-04:00,188.4024,265.5978,271.7411,323.2951
2024-08-20 00:00:00-04:00,186.9821,266.2106,272.4091,324.5984
2024-08-21 00:00:00-04:00,188.0368,267.7986,274.2126,325.1836
2024-08-22 00:00:00-04:00,183.6194,267.6057,270.5496,320.6375
2024-08-23 00:00:00-04:00,187.5238,267.9136,271.0929,321.1114
2024-08-26 00:00:00-04:00,184.5878,265.1813,269.4112,319.2195
2024-08-27 00:00:00-04:00,186.1755,266.4067,269.5096,318.6875
2024-08-28 00:00:00-04:00,183.8530,267.1070,264.3991,315.9195
2024-08-29 00:00:00-04:00,181.2448,268.9536,265.5089,316.9417
2024-08-30 00:00:00-04:00,183.1905,271.4536,271.5884,319.8477
2024-09-03 00:00:00-04:00,172.6737,267.0477,267.9757,311.9420
2024-09-04 00:00:00-04:00,170.6082,266.5883,266.9102,311.7573
2024-09-05 00:00:00-04:00,170.8538,262.2678,270.0246,312.7627
2024-09-06 00:00:00-04:00,164.8437,259.8395,263.5497,304.4005
2024-09-09 00:00:00-04:00,167.0286,262.5881,269.4480,306.0558
2024-09-10 00:00:00-04:00,168.6545,264.9365,272.5226,308.7570
2024-09-11 00:00:00-04:00,176.3316,266.9299,277.4892,314.1911
2024-09-12 00:00:00-04:00,178.1997,267.1991,281.6092,319.4932
2024-09-13 00:00:00-04:00,179.0680,266.3111,281.1985,322.2425
2024-09-16 00:00:00-04:00,175.1528,267.8347,278.9206,324.2677
2024-09-17 00:00:00-04:00,174.6494,264.5766,279.1368,327.0787
2024-09-18 00:00:00-04:00,174.2875,264.2652,278.1144,325.4438
2024-09-19 00:00:00-04:00,181.2764,267.5495,282.1115,333.0144
2024-09-20 00:00:00-04:00,179.7198,266.5798,284.3559,332.7965
2024-09-23 00:00:00-04:00,179.7220,266.4363,287.7135,332.2436
2024-09-24 00:00:00-04:00,182.6373,263.6960,286.3003,331.6672
2024-09-25 00:00:00-04:00,183.7831,259.1912,286.1000,333.0912
2024-09-26 00:00:00-04:00,185.9381,261.6901,284.9179,332.7196
2024-09-27 00:00:00-04:00,183.7218,260.2811,280.5192,331.9768
2024-09-30 00:00:00-04:00,185.1964,263.8632,279.2895,334.4663
2024-10-01 00:00:00-04:00,179.8407,261.7556,277.6850,332.4150
2024-10-02 00:00:00-04:00,181.5925,262.5353,277.9464,330.4814
2024-10-03 00:00:00-04:00,183.2157,259.1704,275.2942,331.7996
2024-10-04 00:00:00-04:00,185.3668,260.2406,280.0725,334.9771
2024-10-07 00:00:00-04:00,184.1927,256.2257,274.1014,328.5231
2024-10-08 00:00:00-04:00,188.7890,259.1185,277.4880,333.0643
2024-10-09 00:00:00-04:00,191.2940,263.4833,281.8301,332.7549
2024-10-10 00:00:00-04:00,191.4797,260.9043,280.9068,331.3954
2024-10-11 00:00:00-04:00,190.7431,263.3307,282.2043,332.7647
2024-10-14 00:00:00-04:00,194.4733,263.4980,280.7776,334.0303
2024-10-15 00:00:00-04:00,187.3238,260.8093,281.1192,333.0937
2024-10-16 00:00:00-04:00,187.2048,259.5303,279.4374,330.4555
2024-10-17 00:00:00-04:00,188.9733,258.4809,279.4520,329.0541
2024-10-18 00:00:00-04:00,190.7997,272.7164,281.2696,333.1110
2024-10-21 00:00:00-04:00,193.5279,270.3874,280.9651,333.9352
2024-10-22 00:00:00-04:00,193.3505,270.7075,282.6014,337.9148
2024-10-23 00:00:00-04:00,188.6264,267.8323,279.0110,332.3607
2024-10-24 00:00:00-04:00,188.7310,267.3160,279.5129,333.3203
2024-10-25 00:00:00-04:00,189.8506,267.1915,280.4409,336.4412
2024-10-28 00:00:00-04:00,189.9649,267.5325,281.0449,337.1554
2024-10-29 00:00:00-04:00,191.8215,268.4967,282.4348,343.0653
2024-10-30 00:00:00-04:00,187.9627,266.6111,282.6328,344.7973
2024-10-31 00:00:00-04:00,182.2554,264.1830,276.8457,331.1401
2024-11-01 00:00:00-04:00,182.3548,264.7887,286.7188,332.3116
2024-11-04 00:00:00-05:00,182.1633,264.5008,286.2901,329.6987
2024-11-05 00:00:00-05:00,185.2325,265.2437,289.8393,333.5819
2024-11-06 00:00:00-05:00,188.0477,264.9947,297.1090,340.1232
2024-11-07 00:00:00-05:00,192.1932,267.9679,301.8097,348.5041
2024-11-08 00:00:00-05:00,191.2362,272.3811,303.9473,346.7823
2024-11-11 00:00:00-05:00,188.6735,271.3813,301.3312,345.7033
2024-11-12 00:00:00-05:00,189.3824,265.8552,302.7393,348.7686
2024-11-13 00:00:00-05:00,188.4138,266.4739,307.0822,347.9355
2024-11-14 00:00:00-05:00,189.7888,265.2369,303.5597,346.8968
2024-11-15 00:00:00-05:00,184.7507,258.1882,294.2015,337.7163
2024-11-18 00:00:00-05:00,185.4275,258.7552,295.3649,340.2051
2024-11-19 00:00:00-05:00,188.3590,261.3733,299.1905,344.5753
2024-11-20 00:00:00-05:00,187.5146,264.1234,297.4454,344.2079
2024-11-21 00:00:00-05:00,188.1968,267.7208,296.9025,340.2224
2024-11-22 00:00:00-05:00,186.7312,268.7225,296.8073,340.0284
2024-11-25 00:00:00-05:00,185.6802,265.5537,299.9013,341.1795
2024-11-26 00:00:00-05:00,186.3279,263.4441,306.4421,346.5156
2024-11-27 00:00:00-05:00,184.8151,262.7640,303.3395,344.4981
2024-11-29 00:00:00-05:00,187.7136,264.7115,306.3621,345.9096
2024-12-02 00:00:00-05:00,190.1447,263.4439,309.1991,352.8760
2024-12-03 00:00:00-05:00,192.2651,263.5923,312.3494,356.9812
2024-12-04 00:00:00-05:00,194.9453,265.4797,317.3697,360.7369
2024-12-05 00:00:00-05:00,194.5787,264.0661,318.1218,361.2972
2024-12-06 00:00:00-05:00,194.4452,264.6998,324.8122,366.1029
2024-12-09 00:00:00-05:00,193.8102,262.7881,323.9961,363.7288
2024-12-10 00:00:00-05:00,191.3666,261.4655,323.5794,367.5578
2024-12-11 00:00:00-05:00,194.7008,262.5657,327.8997,377.1951
2024-12-12 00:00:00-05:00,193.9444,262.8765,326.0661,375.0463
2024-12-13 00:00:00-05:00,198.7109,260.2828,324.8461,371.4678
2024-12-16 00:00:00-05:00,202.2048,259.7482,329.5836,376.8139
2024-12-17 00:00:00-05:00,201.3159,260.9423,326.8281,376.2488
2024-12-18 00:00:00-05:00,195.9750,252.4162,315.8254,362.4948
2024-12-19 00:00:00-05:00,196.2263,252.2170,316.6715,362.7668
2024-12-20 00:00:00-05:00,199.7991,253.3410,317.7993,363.1010
2024-12-23 00:00:00-05:00,204.5422,254.8746,317.4016,366.5309
2024-12-24 00:00:00-05:00,206.7950,257.7688,321.7895,370.6916
2024-12-26 00:00:00-05:00,207.5611,258.0481,319.7625,369.0873
2024-12-27 00:00:00-05:00,204.5788,256.6265,314.7668,363.8516
2024-12-30 00:00:00-05:00,202.2002,253.0938,310.2182,359.6673
2024-12-31 00:00:00-05:00,199.5706,251.9495,308.0121,356.1755
2025-01-02 00:00:00-05:00,199.3580,252.3517,307.7878,357.5595
2025-01-03 00:00:00-05:00,202.5355,256.3618,311.9107,361.0051
2025-01-06 00:00:00-05:00,207.4358,258.0062,315.6317,368.6458
2025-01-07 00:00:00-05:00,201.0798,255.7411,311.1092,363.7075
2025-01-08 00:00:00-05:00,200.7705,259.8860,311.9321,362.3782
2025-01-10 00:00:00-05:00,195.9950,260.5610,310.3567,358.7063
2025-01-13 00:00:00-05:00,193.8636,259.8587,308.3633,356.5259
2025-01-14 00:00:00-05:00,193.0519,258.6233,306.8960,352.7893
2025-01-15 00:00:00-05:00,196.8739,271.4588,312.4048,363.5361
2025-01-16 00:00:00-05:00,193.3201,273.2861,309.6985,360.6650
2025-01-17 00:00:00-05:00,197.0884,276.4064,317.4711,364.5707
2025-01-21 00:00:00-05:00,196.6777,281.1035,321.8553,366.3860
2025-01-22 00:00:00-05:00,200.0631,282.7142,324.8415,377.4904
2025-01-23 00:00:00-05:00,199.4675,283.5391,324.8757,381.0182
2025-01-24 00:00:00-05:00,197.3453,275.7868,324.4926,382.6176
2025-01-27 00:00:00-05:00,181.9181,275.0986,328.4366,377.4257
2025-01-28 00:00:00-05:00,189.7832,274.3790,329.8055,385.6200
2025-01-29 00:00:00-05:00,188.6458,274.6033,329.6625,384.8113
2025-01-30 00:00:00-05:00,190.4996,277.8599,329.9547,379.9783
2025-01-31 00:00:00-05:00,188.7639,275.5721,332.3241,381.9150
2025-02-03 00:00:00-05:00,183.8495,278.0885,335.2990,380.7897
2025-02-04 00:00:00-05:00,187.1377,278.0736,341.7375,386.0879
2025-02-05 00:00:00-05:00,191.2052,287.2624,339.6582,380.6690
2025-02-06 00:00:00-05:00,192.7688,284.4734,343.0606,383.3769
2025-02-07 00:00:00-05:00,190.1207,281.5493,334.5254,379.0412
2025-02-10 00:00:00-05:00,193.8228,285.9345,340.3458,381.6743
2025-02-11 00:00:00-05:00,195.4522,285.2639,339.6124,380.2025
2025-02-12 00:00:00-05:00,196.4021,284.9516,337.5367,380.7055
2025-02-13 00:00:00-05:00,200.3296,285.9975,340.4642,384.7453
2025-02-14 00:00:00-05:00,201.8470,285.9381,338.5633,386.2006
2025-02-18 00:00:00-05:00,201.2660,288.4777,334.9981,381.7383
2025-02-19 00:00:00-05:00,201.4123,290.7028,335.6479,381.8358
2025-02-20 00:00:00-05:00,201.7482,291.4398,328.8175,379.2095
2025-02-21 00:00:00-05:00,197.6869,288.7343,324.1651,371.1525
2025-02-24 00:00:00-05:00,194.7456,290.5116,320.4694,366.0837
2025-02-25 00:00:00-05:00,192.1672,287.2919,323.2653,359.7442
2025-02-26 00:00:00-05:00,193.8902,286.9827,321.2911,361.7911
2025-02-27 00:00:00-05:00,184.3206,281.8047,315.3008,353.6460
2025-02-28 00:00:00-05:00,188.4984,285.4266,321.5660,358.3391
2025-03-03 00:00:00-05:00,180.5135,284.2841,315.4153,351.8526
2025-03-04 00:00:00-05:00,180.9816,282.4855,313.1070,350.9855
2025-03-05 00:00:00-05:00,183.0539,286.9494,318.6613,359.4309
2025-03-06 00:00:00-05:00,177.5276,278.3522,309.5655,348.3260
2025-03-07 00:00:00-05:00,182.4299,274.2444,299.8380,347.0860
2025-03-10 00:00:00-04:00,173.0352,263.7094,291.6909,333.3019
2025-03-11 00:00:00-04:00,172.5118,263.9688,292.9365,335.4438
2025-03-12 00:00:00-04:00,175.2937,263.8796,294.3132,341.3601
2025-03-13 00:00:00-04:00,172.0588,258.2424,285.3256,331.9579
2025-03-14 00:00:00-04:00,177.2548,261.2673,290.6384,340.8411
2025-03-17 00:00:00-04:00,176.9513,263.3916,290.9644,341.6179
2025-03-18 00:00:00-04:00,173.9002,262.2247,285.9415,333.3306
2025-03-19 00:00:00-04:00,176.8231,263.5243,288.9074,338.0681
2025-03-20 00:00:00-04:00,176.2581,263.3450,287.5273,337.3620
2025-03-21 00:00:00-04:00,176.8777,263.1332,290.2041,341.5733
2025-03-24 00:00:00-04:00,179.8420,267.0919,298.2726,348.4424
2025-03-25 00:00:00-04:00,180.1184,267.9473,300.6627,352.7459
2025-03-26 00:00:00-04:00,174.4269,264.3028,296.7462,344.6525
2025-03-27 00:00:00-04:00,172.6503,264.0358,298.2760,341.5343
2025-03-28 00:00:00-04:00,168.8748,260.0040,289.8460,328.2958
2025-03-31 00:00:00-04:00,169.1701,262.1341,289.9615,327.0456
2025-04-01 00:00:00-04:00,170.5648,260.8241,292.9029,331.9205
2025-04-02 00:00:00-04:00,171.4709,263.4990,297.2862,332.0716
2025-04-03 00:00:00-04:00,156.5122,261.6611,283.0802,316.7204
2025-04-04 00:00:00-04:00,146.3210,242.4092,269.6194,302.3932
2025-04-07 00:00:00-04:00,146.8134,243.5642,271.6637,305.0251
2025-04-08 00:00:00-04:00,142.6516,238.8689,267.7017,302.1677
2025-04-09 00:00:00-04:00,166.7488,261.9319,291.9312,336.2368
2025-04-10 00:00:00-04:00,157.7903,248.6120,283.5239,323.1217
2025-04-11 00:00:00-04:00,163.8959,251.6604,286.4618,326.4112
2025-04-14 00:00:00-04:00,164.9060,253.5085,286.6774,325.6318
2025-04-15 00:00:00-04:00,165.8051,253.2691,284.2696,324.4899
2025-04-16 00:00:00-04:00,157.6199,247.4557,278.6752,314.5221
2025-04-17 00:00:00-04:00,156.8692,246.6617,281.0433,312.9027
2025-04-21 00:00:00-04:00,152.4304,241.1222,271.7720,306.3592
2025-04-22 00:00:00-04:00,156.4068,245.8959,279.6674,315.5808
2025-04-23 00:00:00-04:00,161.3751,248.7581,285.2959,323.7032
2025-04-24 00:00:00-04:00,166.4921,255.7103,290.1915,334.0797
2025-04-25 00:00:00-04:00,169.4995,257.9017,292.4376,339.3857
2025-04-28 00:00:00-04:00,168.7261,258.4902,291.5361,339.5356
2025-04-29 00:00:00-04:00,168.8302,260.9876,293.1558,341.8172
2025-04-30 00:00:00-04:00,169.5188,261.9269,291.2294,340.8662
2025-05-01 00:00:00-04:00,171.3500,259.8639,296.5312,355.2943
2025-05-02 00:00:00-04:00,171.6634,263.6286,298.0888,365.3496
2025-05-05 00:00:00-04:00,168.6714,263.8770,296.0685,364.9938
2025-05-06 00:00:00-04:00,168.1948,260.0986,294.4117,361.4713
2025-05-07 00:00:00-04:00,170.3268,263.1564,296.8208,358.6535
2025-05-08 00:00:00-04:00,171.5471,261.5426,299.6408,361.9167
2025-05-09 00:00:00-04:00,171.6195,259.5031,300.4682,360.1849
2025-05-12 00:00:00-04:00,181.9130,269.8733,314.5073,372.4166
2025-05-13 00:00:00-04:00,187.5988,268.9314,314.5239,377.4531
2025-05-14 00:00:00-04:00,189.9972,266.6816,312.5591,382.4323
2025-05-15 00:00:00-04:00,189.2529,268.2812,311.0139,380.6501
2025-05-16 00:00:00-04:00,188.6314,270.4714,313.4533,381.9440
2025-05-19 00:00:00-04:00,188.1512,271.1999,315.1314,383.6074
2025-05-20 00:00:00-04:00,187.0883,269.7464,313.7288,381.6418
2025-05-21 00:00:00-04:00,183.7051,265.6577,309.7003,381.4825
2025-05-22 00:00:00-04:00,184.0220,264.6224,310.5125,382.9572
2025-05-23 00:00:00-04:00,180.8026,263.8275,307.4559,378.8587
2025-05-27 00:00:00-04:00,186.0889,269.3342,311.8617,388.0937
2025-05-28 00:00:00-04:00,186.0084,269.4576,309.8849,386.9963
2025-05-29 00:00:00-04:00,188.1201,272.0534,310.0918,386.2747
2025-05-30 00:00:00-04:00,186.2666,273.1449,313.7625,388.5784
2025-06-02 00:00:00-04:00,188.8563,273.1188,317.3738,392.4178
2025-06-03 00:00:00-04:00,192.2933,272.9438,316.5508,390.8464
2025-06-04 00:00:00-04:00,192.9323,274.5618,317.3131,396.4129
2025-06-05 00:00:00-04:00,191.2760,274.3399,312.2156,397.3350
2025-06-06 00:00:00-04:00,191.5719,275.1544,317.4145,402.4802
2025-06-09 00:00:00-04:00,191.5226,265.9532,319.0130,402.7526
2025-06-10 00:00:00-04:00,193.0565,268.2642,319.7141,403.6631
2025-06-11 00:00:00-04:00,192.3113,265.6557,314.7624,403.1779
2025-06-12 00:00:00-04:00,193.8230,264.8976,315.6262,404.0066
2025-06-13 00:00:00-04:00,189.7159,263.8436,312.8256,400.3353
2025-06-16 00:00:00-04:00,192.7619,265.5945,315.3673,406.5616
2025-06-17 00:00:00-04:00,190.7535,260.9379,313.4078,404.6400
2025-06-18 00:00:00-04:00,191.9542,259.9576,311.1514,403.7560
2025-06-20 00:00:00-04:00,192.4877,259.4899,309.5551,397.9597
2025-06-23 00:00:00-04:00,194.0675,256.8956,311.9442,403.8552
2025-06-24 00:00:00-04:00,197.9061,260.5912,315.3508,409.5237
2025-06-25 00:00:00-04:00,201.4156,260.5694,312.6046,410.9574
2025-06-26 00:00:00-04:00,201.8659,264.1204,316.1574,418.2289
2025-06-27 00:00:00-04:00,202.9021,263.3460,321.4067,420.9668
2025-06-30 00:00:00-04:00,205.3613,266.7971,318.8912,422.5909
2025-07-01 00:00:00-04:00,202.2472,268.9418,319.2523,415.2505
2025-07-02 00:00:00-04:00,206.5559,271.2927,318.2355,414.8901
