Date,Beverages: non-alcoholic,Cable/Satellite TV,Electric utilities,Information technology services,Internet software/Services,Medical specialties,Packaged software,Pharmaceuticals: major,Semiconductors,Specialty stores
2024-02-08 00:00:00-05:00,51.4803,85.7655,84.5838,168.7770,252.0893,357.1394,366.2720,280.7245,132.0898,558.3083
2024-02-09 00:00:00-05:00,51.0999,88.0262,85.3676,171.6911,253.9097,356.8764,371.5492,281.0334,135.5225,557.7868
2024-02-12 00:00:00-05:00,51.2699,89.8183,84.3562,169.1646,252.9533,352.0480,367.0277,278.8084,135.1311,557.0136
2024-02-13 00:00:00-05:00,51.0064,88.1911,84.2475,167.3356,248.9473,348.0848,359.1155,276.2290,132.6608,550.9225
2024-02-14 00:00:00-05:00,50.9019,87.1993,84.6071,170.1813,254.5470,350.7518,363.5401,277.7865,135.4566,556.9759
2024-02-15 00:00:00-05:00,51.3227,88.5627,86.4990,171.5787,256.0364,351.6827,361.5600,281.5018,135.1845,558.7522
2024-02-16 00:00:00-05:00,50.9030,87.9363,86.3804,169.8484,251.2876,348.3495,358.0672,280.1845,134.5458,558.3299
2024-02-20 00:00:00-05:00,51.3435,88.6471,86.5146,169.4209,250.6248,347.1087,356.2731,280.0859,131.1282,559.4045
2024-02-21 00:00:00-05:00,51.4177,87.0758,87.0974,167.6134,250.6752,348.9729,353.3051,280.8306,130.0584,557.4771
2024-02-22 00:00:00-05:00,51.0672,89.1412,87.6467,171.8950,257.2083,357.6620,362.1238,284.3000,141.0173,566.2163
2024-02-23 00:00:00-05:00,51.0796,89.4987,88.0052,171.9652,256.2837,359.0100,361.7797,288.4180,139.8874,569.0658
2024-02-26 00:00:00-05:00,51.9580,88.2473,87.0167,172.5077,251.9278,357.1330,360.6335,290.4374,141.4467,574.7696
2024-02-27 00:00:00-05:00,51.8646,87.7660,96.8420,168.6013,255.1458,357.1260,360.6588,290.6688,140.6571,574.5334
2024-02-28 00:00:00-05:00,51.5693,87.3469,102.4673,168.4378,252.4781,356.5369,360.2412,288.2744,139.4707,577.1033
2024-02-29 00:00:00-05:00,52.6619,88.9555,101.1437,168.3943,255.9585,356.4688,364.8634,282.8384,142.1756,573.9979
2024-03-01 00:00:00-05:00,52.5761,88.7459,101.1991,167.9698,259.1869,364.9698,366.7837,288.4626,148.7209,578.1766
2024-03-04 00:00:00-05:00,52.4426,85.1315,103.9332,161.8954,255.7604,365.6273,366.1277,284.8767,150.9256,585.4477
2024-03-05 00:00:00-05:00,52.1637,85.6386,103.6497,158.5109,251.8651,355.2144,354.5941,281.8631,148.5296,586.0227
2024-03-06 00:00:00-05:00,52.4045,84.7880,104.9250,159.4033,252.7063,356.9637,355.5544,282.3020,152.2965,596.0768
2024-03-07 00:00:00-05:00,53.0695,85.7746,105.2387,159.5424,259.3069,360.5949,361.1178,282.7748,158.1081,605.4727
2024-03-08 00:00:00-05:00,53.0401,86.6575,101.7869,158.6354,258.3639,360.1275,358.4341,283.1880,150.1554,560.3692
2024-03-11 00:00:00-04:00,53.3353,90.3223,101.0565,159.5224,254.2843,349.7092,357.4088,283.7337,147.0665,551.7422
2024-03-12 00:00:00-04:00,53.6051,89.3344,100.9634,161.2621,259.5971,355.8127,366.1499,283.8737,152.0325,568.9895
2024-03-13 00:00:00-04:00,54.1089,90.1622,100.6017,160.2039,259.4584,350.0068,365.2502,283.3746,149.4993,567.1416
2024-03-14 00:00:00-04:00,53.8712,89.5407,99.1429,159.8724,260.9145,349.7195,371.4600,280.7957,147.0269,565.6323
2024-03-15 00:00:00-04:00,53.6090,88.1826,99.5527,157.8307,257.3649,356.0411,361.7402,280.9054,145.6627,560.8278
2024-03-18 00:00:00-04:00,54.0332,89.5444,100.9106,159.4750,265.2033,354.4534,363.6886,280.8469,146.0937,565.2642
2024-03-19 00:00:00-04:00,53.7712,89.9705,102.6961,160.0463,264.6700,353.9997,367.4796,282.2391,146.3248,565.9719
2024-03-20 00:00:00-04:00,53.9420,89.3871,103.8791,161.5830,268.7457,352.8593,370.8363,281.9061,149.0255,572.5514
2024-03-21 00:00:00-04:00,53.6804,89.1117,103.3439,161.8294,268.3425,354.4031,374.4024,283.2692,152.4164,574.1447
2024-03-22 00:00:00-04:00,53.5591,88.1389,104.8786,162.0514,271.0649,355.2168,373.0449,283.0622,153.7158,568.3897
2024-03-25 00:00:00-04:00,53.6266,88.0809,108.5002,161.0975,269.4064,354.1802,368.6504,281.9694,153.8641,565.1678
2024-03-26 00:00:00-04:00,53.7699,87.4042,107.5131,161.6333,268.1641,357.9474,368.0463,282.9321,151.2996,565.1619
2024-03-27 00:00:00-04:00,53.7498,88.9791,108.2341,160.9861,266.8061,361.1360,367.6285,284.3515,150.3379,565.9966
2024-03-28 00:00:00-04:00,53.3708,88.5605,108.6246,160.7279,264.1879,360.5878,367.1285,283.6413,150.5274,566.3968
2024-04-01 00:00:00-04:00,52.6747,86.5611,108.5808,159.8292,268.8510,356.4732,369.1572,284.8783,152.3032,557.8811
2024-04-02 00:00:00-04:00,52.1403,85.1332,109.7772,159.7282,269.7114,346.7736,366.0908,279.7351,149.8797,550.4604
2024-04-03 00:00:00-04:00,51.7506,84.5113,110.3574,160.1342,273.4159,348.1365,365.4348,278.8902,150.8388,546.1860
2024-04-04 00:00:00-04:00,51.5196,83.2763,107.3832,159.0780,270.6906,343.7143,362.5349,276.0177,145.8826,545.0873
2024-04-05 00:00:00-04:00,51.7598,82.3465,111.3179,159.6153,277.1120,350.2681,368.7486,277.4473,148.9564,551.9765
2024-04-08 00:00:00-04:00,51.5342,83.4237,111.1222,158.7336,276.1865,348.5412,368.6506,276.4629,148.8273,550.4117
2024-04-09 00:00:00-04:00,51.5384,82.7727,109.8333,159.6166,276.0540,351.8277,370.0417,277.7760,148.4429,555.4107
2024-04-10 00:00:00-04:00,50.7343,80.6510,110.3346,156.9995,276.6196,347.3168,366.7886,274.6713,147.8353,558.3193
2024-04-11 00:00:00-04:00,50.8776,81.7121,110.8990,157.7796,280.2279,349.6566,370.2914,273.8435,152.4557,565.5381
2024-04-12 00:00:00-04:00,50.7942,79.9472,110.1237,154.6904,275.8495,343.6576,365.0210,270.1897,147.9806,564.6364
2024-04-15 00:00:00-04:00,50.2788,79.2336,107.3247,152.3825,269.8374,337.8658,357.9362,269.3138,145.4803,554.7329
2024-04-16 00:00:00-04:00,50.3540,79.1504,107.3017,151.3794,270.0547,338.4415,358.6984,267.6033,147.8529,553.1827
2024-04-17 00:00:00-04:00,50.2554,79.1804,107.4300,150.7485,268.9674,333.4279,356.0792,268.3803,140.9152,552.6230
2024-04-18 00:00:00-04:00,50.0534,79.9727,107.2631,149.8570,270.9993,332.4518,350.4223,267.2568,139.6026,549.6640
2024-04-19 00:00:00-04:00,50.2905,81.4762,106.7763,148.5535,260.8654,328.0078,346.0853,268.1370,131.2194,548.2246
2024-04-22 00:00:00-04:00,50.9848,81.6621,107.9191,149.4681,262.6678,330.1962,348.0965,270.7973,134.5451,552.7288
2024-04-23 00:00:00-04:00,51.0491,81.7861,110.1002,151.2171,269.0961,338.1089,354.2185,273.3449,138.4960,558.2397
2024-04-24 00:00:00-04:00,51.6120,81.3480,109.5039,151.0490,267.5142,337.4192,355.3156,272.8811,137.3440,559.2039
2024-04-25 00:00:00-04:00,51.8682,78.7259,110.2791,150.1782,253.2364,335.3111,348.1794,272.0583,140.5165,558.1672
2024-04-26 00:00:00-04:00,52.0875,78.1887,109.8194,149.1003,263.8818,337.0440,353.9430,271.3069,146.0680,563.6023
2024-04-29 00:00:00-04:00,52.5547,79.4446,110.3954,148.7342,257.3591,337.8959,351.0443,272.8328,146.0410,561.3865
2024-04-30 00:00:00-04:00,52.2624,78.0719,109.0393,146.3276,253.6636,332.1918,340.6640,271.9798,142.4483,558.4389
2024-05-01 00:00:00-04:00,52.0834,78.9533,109.0342,143.1842,256.5655,328.4644,344.2283,276.3450,137.3881,557.8529
2024-05-02 00:00:00-04:00,52.0614,79.5826,109.7104,146.3807,260.1816,333.4445,346.6965,280.3492,140.4911,565.5394
2024-05-03 00:00:00-04:00,52.9047,80.6107,113.2298,146.0441,264.2041,336.8927,354.1426,283.8563,144.8174,574.2883
2024-05-06 00:00:00-04:00,52.3705,81.6460,114.4476,144.3348,269.4245,337.4020,359.8106,284.2721,148.8722,583.7960
2024-05-07 00:00:00-04:00,53.1755,80.8912,115.9989,144.4866,272.7142,342.2091,356.8962,287.8939,147.3761,595.0251
2024-05-08 00:00:00-04:00,53.0486,82.2399,119.0848,144.5906,272.7801,337.5624,357.0377,288.2277,147.8595,589.0205
2024-05-09 00:00:00-04:00,53.7717,80.1106,122.6543,142.9702,274.0338,343.3364,358.3601,290.5347,146.4214,600.8812
2024-05-10 00:00:00-04:00,53.9481,83.0320,122.4074,143.0897,273.1788,345.6683,360.4804,291.9478,148.6001,606.8394
2024-05-13 00:00:00-04:00,53.8330,83.1176,121.9959,143.9632,271.9840,340.4714,359.6513,294.3756,148.7021,597.7117
2024-05-14 00:00:00-04:00,53.8426,83.8731,123.4744,144.0146,273.5249,345.7506,361.7393,295.0273,150.6075,599.6983
2024-05-15 00:00:00-04:00,53.7331,82.2115,126.0553,146.1310,277.5442,360.3122,368.7928,296.5100,155.4383,606.6806
2024-05-16 00:00:00-04:00,53.6980,83.4974,123.4133,148.4584,276.2695,357.3388,367.0723,295.5541,154.0552,611.1022
2024-05-17 00:00:00-04:00,53.4852,82.4628,122.1001,148.6754,278.0692,359.2241,366.9691,298.6217,152.7625,613.2181
2024-05-20 00:00:00-04:00,53.0798,82.8129,122.9299,150.2305,279.5061,357.4525,371.2277,299.6582,155.8424,610.9659
2024-05-21 00:00:00-04:00,53.0863,82.8394,126.0428,149.7672,279.7117,356.6365,373.2041,300.7097,155.3041,616.9271
2024-05-22 00:00:00-04:00,52.8339,81.8271,124.4825,150.9611,278.8022,355.6360,374.2823,300.1931,155.4464,617.4984
2024-05-23 00:00:00-04:00,52.4701,81.0831,123.9908,150.4842,275.9604,353.1383,371.6855,299.8005,160.4850,613.1502
2024-05-24 00:00:00-04:00,52.5922,81.6401,127.5626,136.9733,280.8807,357.3105,372.1087,302.0544,163.9353,623.3696
2024-05-28 00:00:00-04:00,51.7932,81.6527,127.7539,133.4811,282.4047,352.9034,371.5123,296.9800,170.4054,625.5327
2024-05-29 00:00:00-04:00,51.7336,81.2382,123.2639,131.5804,280.9275,350.0565,370.3974,294.1837,168.2936,620.4906
2024-05-30 00:00:00-04:00,51.6228,82.8686,125.3669,129.5846,276.0621,352.3352,357.2237,295.7727,165.5231,627.2108
2024-05-31 00:00:00-04:00,52.4518,85.9092,123.1202,131.7543,275.8544,351.0410,357.9761,301.0214,163.9591,623.1575
2024-06-03 00:00:00-04:00,52.4798,85.4581,119.4187,131.2796,278.4148,350.7932,356.5002,306.5673,167.0881,627.1842
2024-06-04 00:00:00-04:00,52.7669,84.2560,117.6063,131.0489,278.6130,352.3856,358.7295,309.0001,167.1791,636.3733
2024-06-05 00:00:00-04:00,52.6631,83.4839,119.4894,132.0226,285.5817,359.6642,366.0627,312.9746,177.1734,641.7200
2024-06-06 00:00:00-04:00,53.0305,83.7107,116.6530,132.9000,285.9413,360.2808,366.2653,312.8825,176.3488,647.9993
2024-06-07 00:00:00-04:00,53.0894,83.1031,114.6576,133.3176,283.6432,359.8724,366.2657,311.8578,175.2168,650.1935
2024-06-10 00:00:00-04:00,52.2023,82.8171,121.4153,132.6985,286.7638,362.2834,369.1482,311.8696,177.3013,652.2148
2024-06-11 00:00:00-04:00,51.9779,82.6756,122.8119,133.0554,289.2120,362.0624,372.7327,312.1752,177.0484,653.1795
2024-06-12 00:00:00-04:00,51.6303,81.9698,122.3375,132.3715,290.5513,369.2539,379.8342,314.0217,182.5646,652.1491
2024-06-13 00:00:00-04:00,51.2266,81.5518,123.0817,130.4581,287.6328,364.4482,379.6447,314.4551,187.8188,650.5999
2024-06-14 00:00:00-04:00,50.8197,81.8958,121.1248,131.1596,289.9322,365.9491,382.5109,316.2204,188.8733,658.0295
2024-06-17 00:00:00-04:00,51.5868,83.8322,119.7687,132.8388,291.2721,368.7119,387.5480,315.4700,191.6860,667.7022
2024-06-18 00:00:00-04:00,50.8618,81.8114,122.9878,131.1912,288.6604,371.6596,386.8429,312.4542,194.8961,670.0210
2024-06-20 00:00:00-04:00,50.9520,83.7375,123.8975,133.7434,289.5591,368.9009,386.0078,314.3323,189.2502,663.9583
2024-06-21 00:00:00-04:00,51.5966,85.4744,121.9880,135.9485,290.2650,368.8932,389.6110,315.0846,184.6435,653.3753
2024-06-24 00:00:00-04:00,52.1615,84.5520,121.6333,135.3196,290.0172,365.3563,387.2872,318.4747,176.2620,653.3370
2024-06-25 00:00:00-04:00,52.1865,85.5285,123.7049,134.2105,296.4531,373.1656,390.3244,319.3217,182.2260,658.6185
2024-06-26 00:00:00-04:00,52.0893,85.5848,118.9798,133.5132,297.2633,373.1090,390.9550,318.7531,182.0940,659.4898
2024-06-27 00:00:00-04:00,51.8450,86.1642,117.0406,136.3999,300.4088,375.7987,392.8914,315.4604,180.9054,654.8974
2024-06-28 00:00:00-04:00,51.1948,87.7331,115.0281,136.5720,293.5796,374.1979,389.4085,314.6471,181.1519,654.3585
2024-07-01 00:00:00-04:00,51.0669,86.4588,116.6454,136.2110,294.2088,366.7936,396.2914,316.0659,182.4004,650.6239
2024-07-02 00:00:00-04:00,50.7276,88.0334,117.2878,137.4579,297.1761,368.5179,398.5671,314.1950,183.0378,661.2423
2024-07-03 00:00:00-04:00,50.8751,87.6907,118.7908,136.7701,297.9081,366.1211,399.7920,310.1138,189.0338,663.4787
2024-07-05 00:00:00-04:00,51.1805,87.6832,119.2628,137.8292,308.8832,373.2622,405.4783,312.9207,187.7992,680.8601
2024-07-08 00:00:00-04:00,51.1515,84.9896,120.7429,136.5992,304.9354,372.9437,403.8368,317.2081,190.7844,677.2374
2024-07-09 00:00:00-04:00,50.5528,85.8367,121.0630,135.1079,305.0746,370.6096,398.2614,318.2001,191.6796,681.6470
2024-07-10 00:00:00-04:00,50.7331,85.7926,122.6855,135.5456,307.1370,373.3192,402.3701,322.7468,196.4495,679.8452
2024-07-11 00:00:00-04:00,51.3572,88.1325,122.5721,137.5886,296.4941,373.6610,393.8633,324.4812,188.4261,651.6183
2024-07-12 00:00:00-04:00,51.7104,89.9140,122.7390,139.7717,292.4496,375.1349,394.0979,326.9690,190.8154,648.9809
2024-07-15 00:00:00-04:00,50.9922,93.1554,120.8839,141.4126,293.5903,369.0843,395.5474,323.8420,189.7184,653.3153
2024-07-16 00:00:00-04:00,51.5099,94.2467,118.0638,143.4611,290.3633,373.1768,392.7098,325.6937,188.6642,654.7983
2024-07-17 00:00:00-04:00,51.7113,95.5071,111.6073,141.8120,280.9015,365.4291,386.3942,325.0120,172.9133,651.3402
2024-07-18 00:00:00-04:00,51.8125,93.4440,111.8871,140.9763,281.7657,354.1902,382.5635,321.2052,175.2220,645.8704
2024-07-19 00:00:00-04:00,51.7090,93.1531,112.6161,139.1397,281.6649,376.9575,379.5475,321.8928,170.6642,645.1001
2024-07-22 00:00:00-04:00,51.4632,91.2583,113.3306,140.2447,287.9129,381.9716,383.9324,324.0455,177.9432,652.2999
2024-07-23 00:00:00-04:00,51.1237,92.1175,112.7797,138.5368,287.9172,377.4796,384.8561,320.6049,177.0204,655.7199
2024-07-24 00:00:00-04:00,50.9061,90.2902,107.5325,135.8757,274.6155,376.8731,370.8139,321.8640,165.5991,639.6444
2024-07-25 00:00:00-04:00,51.1425,90.8488,105.9631,138.3582,269.0088,366.0461,363.6556,322.0792,163.0532,628.8568
2024-07-26 00:00:00-04:00,52.1411,102.7601,108.0667,139.1834,271.7953,364.0676,369.2693,323.8786,165.7865,631.2077
2024-07-29 00:00:00-04:00,52.2321,105.4280,107.3531,138.9968,273.0401,366.5493,370.2538,324.6198,163.7376,629.7562
2024-07-30 00:00:00-04:00,52.1885,106.7578,106.2320,139.1944,272.4849,360.6807,366.5291,325.3591,156.5168,625.8929
2024-07-31 00:00:00-04:00,52.3335,106.3218,114.5548,137.8343,276.6034,368.0859,365.4637,324.7334,172.5705,634.7966
2024-08-01 00:00:00-04:00,52.4985,105.0805,110.7450,135.5876,281.3660,372.2875,363.0923,330.1066,160.3607,631.0182
2024-08-02 00:00:00-04:00,52.9824,104.0437,106.9001,131.8321,275.4664,370.1189,354.3975,326.0180,153.8951,634.9186
2024-08-05 00:00:00-04:00,51.7532,101.5175,106.6665,128.2132,266.2039,360.4678,343.2630,318.6557,149.7539,619.2823
2024-08-06 00:00:00-04:00,52.0261,99.9033,111.1100,129.9374,271.2586,369.1025,347.7707,317.3518,153.4786,630.5580
2024-08-07 00:00:00-04:00,51.8748,99.0762,110.9874,134.5396,270.2296,368.7597,346.3557,316.3967,147.9186,625.5438
2024-08-08 00:00:00-04:00,49.5000,101.5854,113.4724,135.2940,278.8154,380.9337,352.2430,323.8791,157.0043,647.6616
2024-08-09 00:00:00-04:00,50.0615,101.5182,114.6458,135.8649,282.1124,380.5793,355.3890,326.8499,156.4244,659.4368
2024-08-12 00:00:00-04:00,49.9231,98.2726,113.6583,135.1769,280.6201,381.3439,355.2278,325.1814,158.9240,665.8395
2024-08-13 00:00:00-04:00,50.8134,99.9965,115.0353,138.2170,286.0737,385.1591,361.6730,331.8895,166.4844,666.7734
2024-08-14 00:00:00-04:00,50.9067,98.7035,113.3927,140.9575,284.0225,383.8355,363.9764,332.6259,168.1735,665.3410
2024-08-15 00:00:00-04:00,51.5550,99.2266,114.9932,144.9612,287.4258,391.5443,369.2047,336.1143,176.0720,676.2663
2024-08-16 00:00:00-04:00,51.3617,99.5862,115.1201,145.6536,286.7798,392.2292,367.6737,337.6657,176.3801,671.1941
2024-08-19 00:00:00-04:00,51.5709,100.3816,116.4047,145.5682,290.6659,395.3899,370.8687,343.0724,180.9298,672.5630
2024-08-20 00:00:00-04:00,51.6821,98.6403,115.5689,145.9720,291.0448,394.7771,373.3918,342.4153,178.4692,675.5464
2024-08-21 00:00:00-04:00,51.9446,98.1252,118.1056,146.9624,292.2861,397.5653,373.7762,341.4048,180.4482,679.6362
2024-08-22 00:00:00-04:00,51.8619,96.7508,117.4538,145.7844,289.4653,398.6641,366.6595,340.3557,174.4526,676.6034
2024-08-23 00:00:00-04:00,52.0704,98.8476,117.4782,156.2864,289.7941,395.9374,366.0796,342.8355,179.4259,677.7717
2024-08-26 00:00:00-04:00,52.5319,100.5306,117.8763,156.6300,288.5258,390.7399,363.2863,343.1659,174.6714,687.8001
2024-08-27 00:00:00-04:00,53.0053,101.6366,118.1145,158.1456,287.4789,392.1935,364.2229,343.2309,176.8730,700.2124
2024-08-28 00:00:00-04:00,52.7723,100.3834,117.1723,156.1818,284.7740,391.6742,360.8385,345.1800,173.9355,684.6948
2024-08-29 00:00:00-04:00,52.7003,99.1627,117.8676,156.9903,285.0106,395.6052,363.7281,343.0725,169.1211,683.5550
2024-08-30 00:00:00-04:00,53.0145,98.4122,118.8758,157.8497,287.4731,397.8485,367.2460,344.6689,172.7812,687.8389
2024-09-03 00:00:00-04:00,53.6667,98.0622,111.9328,155.8580,279.0880,390.4617,360.0810,336.6414,159.0338,677.5690
2024-09-04 00:00:00-04:00,53.9497,94.4489,112.2092,154.9085,279.1212,389.9122,359.1786,338.8509,157.2494,686.1530
2024-09-05 00:00:00-04:00,53.8473,94.9833,111.7576,153.5238,280.8389,386.4145,358.2440,330.6802,156.5686,682.8104
2024-09-06 00:00:00-04:00,53.8094,94.1344,110.2010,152.4067,271.2685,383.7740,352.5406,327.7793,148.2956,675.6147
2024-09-09 00:00:00-04:00,55.0429,93.6724,111.4908,152.3106,271.7740,389.8472,356.6228,329.1206,151.7032,690.5664
2024-09-10 00:00:00-04:00,54.3145,92.9679,113.6267,153.6288,271.8789,395.4813,362.8706,328.0455,154.2937,688.9761
2024-09-11 00:00:00-04:00,53.9392,93.5147,116.4170,153.7792,275.6715,398.6327,370.1889,329.2682,164.6401,693.3843
2024-09-12 00:00:00-04:00,54.3684,96.4430,117.5748,151.8934,281.7220,401.7597,373.7857,332.5496,166.5069,704.4760
2024-09-13 00:00:00-04:00,55.1738,96.9550,120.4106,152.0426,284.1423,399.9236,375.5252,332.0031,168.5156,705.3292
2024-09-16 00:00:00-04:00,55.1654,97.5177,122.0532,152.4956,286.6724,402.8158,376.0237,333.5218,165.4003,699.2272
2024-09-17 00:00:00-04:00,55.1025,96.6102,122.6170,151.7806,288.8626,398.0599,378.4658,330.3681,164.6992,691.3053
2024-09-18 00:00:00-04:00,55.5846,97.0006,121.8794,151.2074,288.5043,397.4121,374.5182,327.5809,162.2523,687.8113
2024-09-19 00:00:00-04:00,55.4859,95.5388,124.6966,151.9137,296.4167,403.6789,382.1540,330.4482,169.1719,693.8782
2024-09-20 00:00:00-04:00,55.1560,95.2190,143.4835,152.3606,297.6638,399.3512,379.6172,326.3133,166.8512,698.4724
2024-09-23 00:00:00-04:00,55.6519,95.8460,144.4190,151.4291,297.7239,401.2234,378.5142,316.6522,167.7504,706.2065
2024-09-24 00:00:00-04:00,55.3682,94.5248,142.6739,152.0919,298.9877,398.2560,375.2604,310.4715,171.5148,694.6790
2024-09-25 00:00:00-04:00,54.7808,92.1784,146.3470,150.1264,299.6611,396.5900,376.8664,308.1897,173.6169,699.9647
2024-09-26 00:00:00-04:00,54.9531,92.9885,143.7795,152.2459,299.7105,399.7993,376.3707,310.3557,177.1163,694.8962
2024-09-27 00:00:00-04:00,55.2162,95.3120,144.3087,151.4008,300.3095,395.9455,373.5221,310.4208,173.5429,682.8461
2024-09-30 00:00:00-04:00,54.9859,94.9249,145.8436,151.7294,302.8485,402.1694,375.1922,312.2885,172.8287,683.6111
2024-10-01 00:00:00-04:00,54.2831,95.8874,148.0218,148.8568,304.3167,396.1540,367.0448,313.0326,167.8001,676.8513
2024-10-02 00:00:00-04:00,54.0736,95.8634,147.8365,148.3573,303.0525,395.6018,365.2541,310.7317,170.4270,677.6563
2024-10-03 00:00:00-04:00,53.3957,94.0895,152.3501,149.2588,305.1490,390.7050,364.9378,303.9226,173.0478,675.4060
2024-10-04 00:00:00-04:00,53.9542,95.1551,155.1254,150.6211,310.2550,391.4721,365.6791,303.8557,175.7668,681.1230
2024-10-07 00:00:00-04:00,52.8134,94.3870,151.5924,147.7389,303.7076,384.0227,359.8535,299.4363,176.3406,673.9120
2024-10-08 00:00:00-04:00,53.0224,95.2015,151.9545,149.6003,308.0597,390.4464,365.3921,303.1063,180.8772,686.8874
2024-10-09 00:00:00-04:00,53.4035,96.8902,144.9677,151.2903,306.1325,396.0374,368.4076,306.7163,183.1061,701.1624
2024-10-10 00:00:00-04:00,53.8103,95.5778,144.7331,152.5712,304.6981,391.8219,368.1627,306.4755,183.4361,689.4418
2024-10-11 00:00:00-04:00,54.0921,95.1031,146.6400,151.5791,306.9109,392.9769,368.8195,310.4251,183.3681,686.1792
2024-10-14 00:00:00-04:00,54.4382,96.7524,149.1186,152.4401,307.3838,395.0432,371.1635,311.5110,187.5808,686.8306
2024-10-15 00:00:00-04:00,54.5812,96.8780,147.2774,152.8905,306.1523,388.5310,369.8252,311.5782,174.1504,690.3123
2024-10-16 00:00:00-04:00,54.8494,96.6654,153.2731,151.1976,303.3690,385.8382,367.2800,311.1638,174.6314,684.9405
2024-10-17 00:00:00-04:00,54.6886,96.0568,149.5885,151.9556,300.9692,383.4678,367.6891,312.2735,176.6818,683.3519
2024-10-18 00:00:00-04:00,55.6381,95.4739,149.2931,152.1410,306.6835,411.7051,368.8534,307.7133,177.9786,686.6519
2024-10-21 00:00:00-04:00,55.0698,92.4254,150.3986,152.2506,307.3983,409.3954,369.5719,302.6566,180.7527,684.5255
2024-10-22 00:00:00-04:00,55.0223,96.0745,147.3089,152.8018,309.2355,410.0361,375.0151,301.0231,180.6733,689.3954
2024-10-23 00:00:00-04:00,55.0103,96.5468,147.6952,150.6172,302.0642,406.3897,371.7242,296.5307,176.4945,693.5434
2024-10-24 00:00:00-04:00,54.5976,96.5959,146.8678,148.8767,303.7143,405.0109,372.1423,294.6050,176.9597,689.2246
