Date,Consumer non-durables,Consumer services,Electronic technology,Health technology,Producer manufacturing,Retail trade,Technology services,Transportation,Utilities
2025-01-20 00:00:00-05:00,108.7727,1335.1159,200.8394,284.1530,128.5394,367.4050,374.4306,138.6608,180.2341
2025-01-27 00:00:00-05:00,110.5729,1328.8335,192.9395,285.8067,126.6189,377.4928,374.1560,140.8104,161.5605
2025-02-03 00:00:00-05:00,107.0273,1370.2648,194.0880,293.9240,126.1996,382.0004,371.7531,146.1898,166.0746
2025-02-10 00:00:00-05:00,106.0497,1412.7380,204.7604,293.2583,121.8913,389.9237,378.6046,157.4293,170.0371
2025-02-17 00:00:00-05:00,111.4425,1396.8313,200.8650,300.3054,124.2029,382.2330,363.1968,145.7210,158.3212
2025-02-24 00:00:00-05:00,111.7584,1403.9065,191.6486,297.8778,115.2106,374.9702,352.2297,144.1996,145.4891
2025-03-03 00:00:00-05:00,111.4250,1312.7852,185.9487,292.8474,115.6273,350.9402,341.7636,133.6433,129.1673
2025-03-10 00:00:00-04:00,107.2477,1253.9549,180.9396,282.4585,113.7829,342.8518,335.0960,133.4301,131.6095
2025-03-17 00:00:00-04:00,106.9484,1293.8337,180.4170,282.7404,110.7806,345.1852,336.3308,137.5392,133.8267
2025-03-24 00:00:00-04:00,107.7527,1299.0641,172.4505,278.7624,106.4749,343.3094,324.3272,133.0657,127.7097
2025-03-31 00:00:00-04:00,104.5608,1198.7618,149.2160,260.1602,92.3387,317.3985,298.8224,120.0313,113.1576
2025-04-07 00:00:00-04:00,104.1639,1281.0275,166.7925,264.6230,103.2239,338.6316,321.8803,129.5484,128.4963
2025-04-14 00:00:00-04:00,103.3170,1276.6723,160.0002,264.1130,98.1915,337.4280,310.0967,130.0963,128.9309
2025-04-21 00:00:00-04:00,99.8309,1350.4099,173.0968,274.7880,107.8404,352.3480,335.6208,132.4831,134.8344
2025-04-28 00:00:00-04:00,101.1131,1447.3663,175.5428,281.2071,110.2716,359.4439,359.5470,143.8246,145.1106
2025-05-05 00:00:00-04:00,99.6337,1415.5157,176.1095,266.6550,110.9585,367.9111,355.6223,132.3703,153.7674
2025-05-12 00:00:00-04:00,102.4244,1484.5186,193.5645,280.3181,119.8661,384.8698,375.9895,145.1267,161.5906
2025-05-19 00:00:00-04:00,100.9741,1484.5433,185.5854,275.9797,114.5974,376.2176,373.5024,145.6084,163.7973
2025-05-26 00:00:00-04:00,102.7473,1533.4583,190.7590,277.0236,114.4564,383.9741,382.4018,146.9489,167.5004
2025-06-02 00:00:00-04:00,99.2471,1560.5719,196.9477,280.2162,120.8667,384.3852,395.3490,152.4382,163.6583
2025-06-09 00:00:00-04:00,98.8258,1479.0814,196.0001,275.8797,123.5165,375.9312,392.5121,152.6975,163.1228
2025-06-16 00:00:00-04:00,97.7030,1480.0369,198.5325,270.5860,123.3009,374.0544,390.1675,152.8733,165.8669
2025-06-23 00:00:00-04:00,98.4651,1583.4385,209.2232,274.4567,132.5628,390.5295,411.4218,165.9704,172.3939
2025-06-30 00:00:00-04:00,101.9529,1591.6187,214.6847,283.8656,136.9585,389.2085,411.0751,165.4969,169.5268
2025-07-07 00:00:00-04:00,100.4786,1589.8296,215.9033,279.5534,140.9636,383.7122,408.9818,165.9911,173.8929
2025-07-14 00:00:00-04:00,104.0885,1585.6855,218.5158,276.2827,136.8120,383.2476,410.5428,164.4820,174.6294
2025-07-21 00:00:00-04:00,104.2805,1564.3471,219.0286,281.4707,134.6083,384.0918,415.6901,171.4491,178.0826
2025-07-28 00:00:00-04:00,99.5238,1492.7780,214.0669,274.6937,131.1418,374.0694,420.1222,166.2694,184.6321
2025-08-04 00:00:00-04:00,102.0646,1498.1465,229.5808,269.0819,135.5575,383.2512,429.8417,172.6068,182.4611
2025-08-11 00:00:00-04:00,104.4240,1511.2599,229.7200,276.9537,125.1516,389.8784,432.6915,167.9944,176.7693
2025-08-18 00:00:00-04:00,104.6067,1581.9418,226.8230,276.0438,126.1019,388.4599,422.8680,168.4062,172.9809
2025-08-25 00:00:00-04:00,102.2672,1546.0551,226.4562,273.2849,125.3501,387.8950,423.7316,165.2582,170.9679
2025-09-01 00:00:00-04:00,99.5227,1519.6499,231.1698,272.5390,127.1893,391.1410,431.8673,166.1150,167.6992
