time,open,high,low,close
2008-02-25,0.65,0.96,0.65,0.84
2008-03-03,0.79,1.12,0.68,0.92
2008-03-10,1,1.16,0.82,1.16
2008-03-17,1.34,1.34,0.78,0.81
2008-03-24,0.63,0.86,0.63,0.86
2008-03-31,0.85,0.85,0.78,0.82
2008-04-07,0.74,0.9,0.74,0.9
2008-04-14,0.85,0.94,0.59,0.59
2008-04-21,0.6,0.73,0.6,0.73
2008-04-28,0.66,0.83,0.58,0.62
2008-05-05,0.66,0.7,0.57,0.7
2008-05-12,0.66,0.66,0.59,0.59
2008-05-19,0.56,0.79,0.56,0.72
2008-05-26,0.66,0.67,0.59,0.59
2008-06-02,0.76,0.8,0.64,0.76
2008-06-09,0.78,0.85,0.76,0.76
2008-06-16,0.81,0.92,0.75,0.92
2008-06-23,0.65,0.81,0.65,0.81
2008-06-30,0.77,0.85,0.71,0.85
2008-07-07,0.9,0.93,0.74,0.91
2008-07-14,0.93,0.94,0.72,0.72
2008-07-21,0.7,0.82,0.65,0.73
2008-07-28,0.8,0.86,0.68,0.86
2008-08-04,0.72,0.83,0.59,0.59
2008-08-11,0.68,0.73,0.65,0.65
2008-08-18,0.76,0.88,0.59,0.59
2008-08-25,0.71,0.8,0.69,0.71
2008-09-01,0.69,0.79,0.68,0.78
2008-09-08,0.77,1,0.77,0.9
2008-09-15,1.18,1.18,0.51,0.51
2008-09-22,0.73,0.82,0.63,0.82
2008-09-29,0.79,0.92,0.73,0.73
2008-10-06,0.96,1.06,0.9,1.02
2008-10-13,0.69,0.94,0.69,0.82
2008-10-20,0.63,0.98,0.63,0.98
2008-10-27,0.82,0.82,0.59,0.75
2008-11-03,0.75,1.02,0.71,0.76
2008-11-10,0.93,0.98,0.83,0.83
2008-11-17,0.86,1.16,0.86,1.13
2008-11-24,0.57,0.72,0.57,0.72
2008-12-01,0.89,0.89,0.62,0.62
2008-12-08,0.73,0.92,0.73,0.92
2008-12-15,0.88,0.88,0.64,0.69
2008-12-22,0.68,0.68,0.48,0.65
2008-12-29,0.62,0.66,0.61,0.66
2009-01-05,0.67,1,0.67,0.87
2009-01-12,0.99,1,0.82,0.82
2009-01-19,0.9,0.9,0.68,0.68
2009-01-26,0.66,0.89,0.62,0.87
2009-02-02,0.75,0.78,0.59,0.59
2009-02-09,0.63,0.89,0.63,0.74
2009-02-16,0.95,0.95,0.83,0.83
2009-02-23,0.8,0.8,0.64,0.69
2009-03-02,0.86,0.9,0.79,0.83
2009-03-09,0.61,0.66,0.57,0.61
2009-03-16,0.69,0.73,0.54,0.73
2009-03-23,0.52,0.74,0.52,0.74
2009-03-30,0.77,0.77,0.59,0.67
2009-04-06,0.68,0.8,0.56,0.56
2009-04-13,0.51,0.61,0.51,0.55
2009-04-20,0.79,0.79,0.64,0.67
2009-04-27,0.65,0.73,0.61,0.61
2009-05-04,0.54,0.67,0.54,0.62
2009-05-11,0.63,0.67,0.62,0.63
2009-05-18,0.55,0.8,0.55,0.63
2009-05-25,0.54,0.71,0.54,0.63
2009-06-01,0.56,0.76,0.56,0.6
2009-06-08,0.75,0.75,0.55,0.65
2009-06-15,0.6,0.89,0.6,0.65
2009-06-22,0.72,0.77,0.62,0.71
2009-06-29,0.72,0.83,0.72,0.72
2009-07-06,0.73,0.86,0.73,0.77
2009-07-13,0.69,0.77,0.57,0.57
2009-07-20,0.6,0.78,0.6,0.78
2009-07-27,0.54,0.65,0.51,0.65
2009-08-03,0.62,0.66,0.49,0.49
2009-08-10,0.56,0.64,0.51,0.59
2009-08-17,0.71,0.71,0.39,0.39
2009-08-24,0.52,0.64,0.52,0.58
2009-08-31,0.63,0.69,0.59,0.59
2009-09-07,0.59,0.61,0.54,0.61
2009-09-14,0.55,0.56,0.46,0.56
2009-09-21,0.64,0.71,0.55,0.58
2009-09-28,0.6,0.85,0.6,0.85
2009-10-05,0.56,0.56,0.48,0.55
2009-10-12,0.56,0.56,0.46,0.54
2009-10-19,0.61,0.67,0.55,0.64
2009-10-26,0.65,0.8,0.53,0.8
2009-11-02,0.79,0.79,0.57,0.64
2009-11-09,0.53,0.62,0.51,0.62
2009-11-16,0.56,0.73,0.56,0.66
2009-11-23,0.55,0.77,0.55,0.77
2009-11-30,0.77,0.77,0.55,0.66
2009-12-07,0.65,0.65,0.56,0.6
2009-12-14,0.61,0.67,0.58,0.67
2009-12-21,0.5,0.65,0.49,0.49
2009-12-28,0.53,0.59,0.53,0.59
2010-01-04,0.48,0.55,0.46,0.46
2010-01-11,0.46,0.58,0.46,0.58
2010-01-18,0.56,0.75,0.56,0.75
2010-01-25,0.64,0.73,0.64,0.73
2010-02-01,0.58,0.78,0.58,0.78
2010-02-08,0.7,0.73,0.61,0.61
2010-02-15,0.63,0.67,0.61,0.66
2010-02-22,0.6,0.81,0.6,0.68
2010-03-01,0.58,0.66,0.52,0.52
2010-03-08,0.51,0.53,0.46,0.51
2010-03-15,0.56,0.6,0.49,0.6
2010-03-22,0.53,0.65,0.49,0.65
2010-03-29,0.64,0.64,0.51,0.51
2010-04-05,0.43,0.57,0.43,0.48
2010-04-12,0.4,0.52,0.32,0.52
2010-04-19,0.5,0.52,0.48,0.48
2010-04-26,0.42,0.61,0.42,0.61
2010-05-03,0.53,0.8,0.53,0.8
2010-05-10,0.62,0.73,0.51,0.73
2010-05-17,0.7,0.91,0.64,0.87
2010-05-24,0.62,0.66,0.5,0.58
2010-05-31,0.61,0.63,0.59,0.6
2010-06-07,0.6,0.74,0.6,0.7
2010-06-14,0.7,0.71,0.56,0.62
2010-06-21,0.54,0.82,0.54,0.63
2010-06-28,0.66,0.8,0.6,0.6
2010-07-05,0.61,0.61,0.52,0.58
2010-07-12,0.61,0.74,0.49,0.74
2010-07-19,0.51,0.63,0.51,0.55
2010-07-26,0.53,0.7,0.52,0.61
2010-08-02,0.56,0.61,0.56,0.58
2010-08-09,0.56,0.75,0.56,0.66
2010-08-16,0.7,0.73,0.62,0.73
2010-08-23,0.4,0.73,0.4,0.56
2010-08-30,0.58,0.74,0.48,0.56
2010-09-06,0.61,0.66,0.54,0.66
2010-09-13,0.52,0.59,0.52,0.59
2010-09-20,0.48,0.73,0.48,0.53
2010-09-27,0.57,0.59,0.52,0.54
2010-10-04,0.59,0.66,0.54,0.55
2010-10-11,0.57,0.57,0.45,0.56
2010-10-18,0.56,0.74,0.56,0.68
2010-10-25,0.63,0.63,0.54,0.54
2010-11-01,0.63,0.63,0.41,0.41
2010-11-08,0.5,0.63,0.47,0.63
2010-11-15,0.55,0.66,0.53,0.56
2010-11-22,0.56,0.7,0.53,0.64
2010-11-29,0.7,0.7,0.45,0.5
2010-12-06,0.49,0.49,0.42,0.42
2010-12-13,0.35,0.51,0.35,0.49
2010-12-20,0.58,0.58,0.47,0.52
2010-12-27,0.53,0.7,0.51,0.7
2011-01-03,0.4,0.5,0.4,0.5
2011-01-10,0.54,0.54,0.37,0.37
2011-01-17,0.44,0.67,0.44,0.55
2011-01-24,0.51,0.65,0.51,0.65
2011-01-31,0.61,0.64,0.45,0.64
2011-02-07,0.46,0.55,0.46,0.51
2011-02-14,0.51,0.61,0.5,0.61
2011-02-21,0.68,0.72,0.49,0.49
2011-02-28,0.53,0.64,0.53,0.57
2011-03-07,0.64,0.73,0.54,0.62
2011-03-14,0.67,0.79,0.67,0.67
2011-03-21,0.49,0.59,0.49,0.53
2011-03-28,0.56,0.56,0.51,0.51
2011-04-04,0.59,0.59,0.53,0.58
2011-04-11,0.62,0.69,0.58,0.63
2011-04-18,0.6,0.64,0.51,0.62
2011-04-25,0.57,0.59,0.54,0.59
2011-05-02,0.5,0.72,0.5,0.62
2011-05-09,0.63,0.73,0.58,0.73
2011-05-16,0.61,0.75,0.61,0.75
2011-05-23,0.69,0.69,0.51,0.51
2011-05-30,0.54,0.76,0.54,0.71
2011-06-06,0.8,1.01,0.74,1.01
2011-06-13,0.73,1.09,0.65,1.09
2011-06-20,0.57,0.7,0.53,0.7
2011-06-27,0.62,0.62,0.54,0.55
2011-07-04,0.64,0.71,0.56,0.58
2011-07-11,0.74,0.78,0.64,0.64
2011-07-18,0.68,0.68,0.51,0.6
2011-07-25,0.6,0.77,0.58,0.77
2011-08-01,0.76,0.96,0.68,0.94
2011-08-08,1.07,1.07,0.62,0.75
2011-08-15,0.68,1.03,0.68,1.03
2011-08-22,0.73,0.77,0.66,0.73
2011-08-29,0.54,0.84,0.54,0.84
2011-09-05,0.75,0.86,0.62,0.86
2011-09-12,0.72,0.72,0.64,0.67
2011-09-19,0.62,0.85,0.62,0.65
2011-09-26,0.59,0.82,0.59,0.81
2011-10-03,0.85,0.85,0.67,0.71
2011-10-10,0.63,0.77,0.6,0.6
2011-10-17,0.71,0.74,0.5,0.5
2011-10-24,0.52,0.79,0.5,0.55
2011-10-31,0.77,0.89,0.63,0.79
2011-11-07,0.65,0.91,0.64,0.64
2011-11-14,0.77,0.9,0.71,0.9
2011-11-21,0.66,0.75,0.66,0.75
2011-11-28,0.65,0.65,0.55,0.58
2011-12-05,0.67,0.76,0.67,0.7
2011-12-12,0.6,0.9,0.6,0.89
2011-12-19,0.61,0.72,0.53,0.63
2011-12-26,0.71,0.71,0.54,0.54
2012-01-02,0.55,0.74,0.55,0.62
2012-01-09,0.66,0.66,0.54,0.6
2012-01-16,0.59,0.59,0.48,0.52
2012-01-23,0.64,0.65,0.57,0.6
2012-01-30,0.67,0.67,0.51,0.51
2012-02-06,0.55,0.75,0.54,0.75
2012-02-13,0.53,0.63,0.51,0.51
2012-02-20,0.61,0.69,0.61,0.69
2012-02-27,0.64,0.67,0.57,0.6
2012-03-05,0.73,0.78,0.61,0.63
2012-03-12,0.7,0.7,0.46,0.46
2012-03-19,0.5,0.68,0.5,0.61
2012-03-26,0.72,0.72,0.55,0.59
2012-04-02,0.52,0.66,0.52,0.6
2012-04-09,0.69,0.72,0.51,0.72
2012-04-16,0.7,0.7,0.57,0.63
2012-04-23,0.59,0.66,0.48,0.6
2012-04-30,0.64,0.75,0.53,0.71
2012-05-07,0.65,0.74,0.65,0.74
2012-05-14,0.84,0.99,0.81,0.99
2012-05-21,0.54,0.74,0.54,0.66
2012-05-28,0.66,0.79,0.66,0.79
2012-06-04,0.78,0.78,0.64,0.78
2012-06-11,0.81,0.92,0.69,0.69
2012-06-18,0.57,0.8,0.57,0.61
2012-06-25,0.78,0.78,0.65,0.69
2012-07-02,0.72,0.75,0.64,0.75
2012-07-09,0.78,0.81,0.64,0.64
2012-07-16,0.67,0.75,0.66,0.75
2012-07-23,0.7,0.71,0.64,0.64
2012-07-30,0.66,0.78,0.6,0.6
2012-08-06,0.63,0.7,0.55,0.7
2012-08-13,0.56,0.69,0.54,0.54
2012-08-20,0.62,0.74,0.62,0.68
2012-08-27,0.69,0.84,0.61,0.67
2012-09-03,0.75,0.75,0.54,0.54
2012-09-10,0.66,0.66,0.53,0.53
2012-09-17,0.64,0.75,0.56,0.62
2012-09-24,0.61,0.76,0.6,0.76
2012-10-01,0.63,0.71,0.55,0.67
2012-10-08,0.55,0.74,0.55,0.74
2012-10-15,0.73,0.8,0.59,0.8
2012-10-22,0.67,0.86,0.67,0.77
2012-10-29,0.68,0.77,0.6,0.77
2012-11-05,0.61,0.82,0.61,0.82
2012-11-12,0.65,0.83,0.65,0.81
2012-11-19,0.56,0.67,0.56,0.59
2012-11-26,0.64,0.73,0.58,0.73
2012-12-03,0.57,0.81,0.57,0.64
2012-12-10,0.62,0.7,0.59,0.7
2012-12-17,0.6,0.71,0.51,0.71
2012-12-24,0.65,0.74,0.64,0.64
2012-12-31,0.62,0.64,0.53,0.64
2013-01-07,0.68,0.78,0.61,0.63
2013-01-14,0.52,0.75,0.52,0.54
2013-01-21,0.68,0.69,0.64,0.64
2013-01-28,0.76,0.76,0.57,0.57
2013-02-04,0.69,0.69,0.57,0.57
2013-02-11,0.56,0.65,0.56,0.59
2013-02-18,0.58,0.72,0.58,0.59
2013-02-25,0.73,0.75,0.63,0.74
2013-03-04,0.67,0.67,0.54,0.62
2013-03-11,0.65,0.65,0.56,0.56
2013-03-18,0.65,0.72,0.59,0.69
2013-03-25,0.72,0.72,0.62,0.62
2013-04-01,0.7,0.76,0.64,0.7
2013-04-08,0.58,0.7,0.58,0.7
2013-04-15,0.7,0.85,0.7,0.85
2013-04-22,0.66,0.66,0.58,0.65
2013-04-29,0.58,0.68,0.55,0.61
2013-05-06,0.53,0.66,0.53,0.59
2013-05-13,0.6,0.6,0.5,0.5
2013-05-20,0.52,0.73,0.52,0.73
2013-05-27,0.58,0.66,0.48,0.66
2013-06-03,0.63,0.73,0.63,0.67
2013-06-10,0.59,0.81,0.59,0.73
2013-06-17,0.65,0.82,0.54,0.82
2013-06-24,0.65,0.71,0.59,0.66
2013-07-01,0.6,0.76,0.6,0.6
2013-07-08,0.69,0.69,0.54,0.67
2013-07-15,0.53,0.64,0.5,0.54
2013-07-22,0.67,0.67,0.59,0.64
2013-07-29,0.6,0.6,0.55,0.58
2013-08-05,0.59,0.63,0.58,0.58
2013-08-12,0.55,0.66,0.49,0.6
2013-08-19,0.54,0.64,0.54,0.6
2013-08-26,0.61,0.68,0.55,0.67
2013-09-02,0.54,0.54,0.5,0.5
2013-09-09,0.45,0.63,0.45,0.6
2013-09-16,0.57,0.6,0.53,0.6
2013-09-23,0.7,0.7,0.49,0.7
2013-09-30,0.76,0.76,0.53,0.59
2013-10-07,0.6,0.72,0.6,0.6
2013-10-14,0.59,0.66,0.46,0.46
2013-10-21,0.53,0.64,0.53,0.64
2013-10-28,0.53,0.61,0.52,0.61
2013-11-04,0.54,0.58,0.51,0.51
2013-11-11,0.52,0.59,0.52,0.55
2013-11-18,0.58,0.69,0.48,0.6
2013-11-25,0.54,0.6,0.48,0.48
2013-12-02,0.51,0.61,0.51,0.53
2013-12-09,0.62,0.67,0.53,0.67
2013-12-16,0.5,0.62,0.5,0.5
2013-12-23,0.49,0.59,0.46,0.54
2013-12-30,0.49,0.56,0.46,0.54
2014-01-06,0.52,0.55,0.47,0.53
2014-01-13,0.61,0.61,0.48,0.53
2014-01-20,0.57,0.69,0.52,0.69
2014-01-27,0.53,0.66,0.53,0.66
2014-02-03,0.61,0.68,0.6,0.68
2014-02-10,0.71,0.71,0.55,0.57
2014-02-17,0.61,0.61,0.55,0.55
2014-02-24,0.55,0.63,0.55,0.63
2014-03-03,0.62,0.62,0.46,0.55
2014-03-10,0.67,0.71,0.58,0.69
2014-03-17,0.57,0.62,0.53,0.62
2014-03-24,0.66,0.66,0.53,0.64
2014-03-31,0.57,0.65,0.47,0.65
2014-04-07,0.62,0.75,0.45,0.75
2014-04-14,0.61,0.61,0.53,0.57
2014-04-21,0.47,0.71,0.47,0.71
2014-04-28,0.69,0.69,0.54,0.65
2014-05-05,0.65,0.72,0.65,0.72
2014-05-12,0.53,0.72,0.53,0.68
2014-05-19,0.54,0.71,0.54,0.58
2014-05-26,0.53,0.56,0.52,0.56
2014-06-02,0.62,0.62,0.43,0.47
2014-06-09,0.48,0.56,0.48,0.56
2014-06-16,0.48,0.52,0.38,0.52
2014-06-23,0.54,0.58,0.49,0.52
2014-06-30,0.5,0.57,0.49,0.49
2014-07-07,0.61,0.67,0.54,0.54
2014-07-14,0.58,0.67,0.5,0.56
2014-07-21,0.62,0.62,0.58,0.62
2014-07-28,0.59,1.04,0.57,1.04
2014-08-04,0.63,0.8,0.63,0.65
2014-08-11,0.57,0.67,0.57,0.63
2014-08-18,0.5,0.58,0.5,0.56
2014-08-25,0.64,0.64,0.53,0.56
2014-09-01,0.63,0.65,0.62,0.62
2014-09-08,0.61,0.64,0.58,0.58
2014-09-15,0.61,0.64,0.55,0.55
2014-09-22,0.69,0.77,0.63,0.71
2014-09-29,0.7,0.78,0.54,0.54
2014-10-06,0.63,0.87,0.63,0.87
2014-10-13,0.91,0.91,0.64,0.71
2014-10-20,0.59,0.74,0.59,0.63
2014-10-27,0.66,0.72,0.5,0.5
2014-11-03,0.61,0.69,0.57,0.57
2014-11-10,0.67,0.67,0.53,0.53
2014-11-17,0.56,0.6,0.47,0.49
2014-11-24,0.54,0.65,0.54,0.65
2014-12-01,0.62,0.66,0.5,0.5
2014-12-08,0.62,0.79,0.62,0.79
2014-12-15,0.75,0.75,0.58,0.59
2014-12-22,0.49,0.6,0.49,0.55
2014-12-29,0.64,0.8,0.56,0.8
2015-01-05,0.79,0.79,0.54,0.64
2015-01-12,0.68,0.75,0.66,0.68
2015-01-19,0.61,0.7,0.58,0.7
2015-01-26,0.66,0.79,0.66,0.68
2015-02-02,0.76,0.76,0.54,0.69
2015-02-09,0.75,0.75,0.55,0.56
2015-02-16,0.58,0.58,0.53,0.53
2015-02-23,0.62,0.65,0.57,0.64
2015-03-02,0.57,0.67,0.57,0.67
2015-03-09,0.65,0.8,0.65,0.8
2015-03-16,0.69,0.74,0.57,0.57
2015-03-23,0.56,0.79,0.56,0.79
2015-03-30,0.53,0.81,0.53,0.81
2015-04-06,0.5,0.6,0.5,0.54
2015-04-13,0.59,0.74,0.59,0.74
2015-04-20,0.56,0.66,0.56,0.6
2015-04-27,0.65,0.72,0.61,0.61
2015-05-04,0.55,0.74,0.55,0.55
2015-05-11,0.61,0.64,0.56,0.56
2015-05-18,0.66,0.71,0.58,0.64
2015-05-25,0.74,0.74,0.57,0.57
2015-06-01,0.66,0.66,0.51,0.61
2015-06-08,0.61,0.67,0.46,0.67
2015-06-15,0.66,0.66,0.55,0.63
2015-06-22,0.56,0.74,0.52,0.74
2015-06-29,0.94,0.94,0.62,0.7
2015-07-06,0.65,0.87,0.65,0.67
2015-07-13,0.55,0.71,0.55,0.55
2015-07-20,0.56,0.86,0.56,0.86
2015-07-27,0.74,0.74,0.5,0.68
2015-08-03,0.73,0.83,0.73,0.83
2015-08-10,0.66,0.83,0.66,0.67
2015-08-17,0.69,1.04,0.66,1.04
2015-08-24,0.87,0.87,0.7,0.72
2015-08-31,0.66,0.89,0.66,0.89
2015-09-07,0.66,0.81,0.66,0.81
2015-09-14,0.91,0.91,0.73,0.83
2015-09-21,0.55,0.86,0.55,0.74
2015-09-28,0.94,0.95,0.67,0.67
2015-10-05,0.62,0.83,0.62,0.64
2015-10-12,0.67,0.87,0.61,0.61
2015-10-19,0.67,0.83,0.63,0.63
2015-10-26,0.72,0.74,0.54,0.59
2015-11-02,0.58,0.73,0.58,0.66
2015-11-09,0.76,0.98,0.59,0.98
2015-11-16,0.71,0.83,0.67,0.67
2015-11-23,0.6,0.76,0.6,0.76
2015-11-30,0.65,0.9,0.61,0.61
2015-12-07,0.83,0.96,0.66,0.92
2015-12-14,0.57,0.77,0.54,0.77
2015-12-21,0.64,0.64,0.56,0.57
2015-12-28,1.21,1.21,0.54,0.69
2016-01-04,0.8,0.93,0.65,0.93
2016-01-11,0.94,1.14,0.82,1.14
2016-01-18,0.62,0.69,0.59,0.64
2016-01-25,0.69,0.71,0.58,0.58
2016-02-01,0.63,0.92,0.63,0.92
2016-02-08,0.93,0.96,0.71,0.71
2016-02-15,0.8,0.87,0.68,0.87
2016-02-22,0.58,0.71,0.58,0.64
2016-02-29,0.6,0.68,0.55,0.59
2016-03-07,0.67,0.9,0.6,0.6
2016-03-14,0.69,0.85,0.55,0.55
2016-03-21,0.71,0.88,0.71,0.82
2016-03-28,0.66,0.68,0.61,0.63
2016-04-04,0.65,0.75,0.61,0.75
2016-04-11,0.65,0.72,0.61,0.63
2016-04-18,0.69,0.85,0.61,0.61
2016-04-25,0.7,0.86,0.53,0.86
2016-05-02,0.74,0.92,0.74,0.92
2016-05-09,0.86,0.91,0.8,0.84
2016-05-16,0.6,0.81,0.6,0.78
2016-05-23,0.65,0.65,0.51,0.51
2016-05-30,0.58,0.69,0.55,0.59
2016-06-06,0.59,0.81,0.59,0.81
2016-06-13,0.75,0.79,0.63,0.63
2016-06-20,0.6,1.01,0.6,1.01
2016-06-27,0.81,0.81,0.57,0.57
2016-07-04,0.73,0.76,0.52,0.52
2016-07-11,0.58,0.59,0.52,0.52
2016-07-18,0.69,0.69,0.57,0.59
2016-07-25,0.71,0.76,0.62,0.62
2016-08-01,0.72,0.72,0.52,0.52
2016-08-08,0.58,0.62,0.55,0.55
2016-08-15,0.51,0.7,0.51,0.6
2016-08-22,0.63,0.75,0.56,0.73
2016-08-29,0.6,0.7,0.6,0.61
2016-09-05,0.5,0.78,0.5,0.78
2016-09-12,0.64,0.75,0.55,0.65
2016-09-19,0.56,0.66,0.56,0.65
2016-09-26,0.73,0.74,0.61,0.61
2016-10-03,0.64,0.71,0.51,0.68
2016-10-10,0.61,0.75,0.61,0.68
2016-10-17,0.62,0.69,0.53,0.56
2016-10-24,0.59,0.78,0.55,0.78
2016-10-31,0.75,0.99,0.7,0.7
2016-11-07,0.68,0.69,0.53,0.53
2016-11-14,0.57,0.68,0.51,0.68
2016-11-21,0.57,0.63,0.57,0.61
2016-11-28,0.57,0.67,0.54,0.67
2016-12-05,0.63,0.63,0.46,0.53
2016-12-12,0.57,0.62,0.54,0.62
2016-12-19,0.71,0.77,0.63,0.66
2016-12-26,0.62,0.76,0.61,0.76
2017-01-02,0.69,0.69,0.64,0.68
2017-01-09,0.62,0.68,0.62,0.63
2017-01-16,0.65,0.7,0.56,0.7
2017-01-23,0.72,0.73,0.61,0.73
2017-01-30,0.82,0.82,0.64,0.68
2017-02-06,0.75,0.75,0.58,0.7
2017-02-13,0.61,0.61,0.53,0.59
2017-02-20,0.61,0.72,0.6,0.72
2017-02-27,0.63,0.7,0.53,0.7
2017-03-06,0.67,0.72,0.54,0.57
2017-03-13,0.7,0.73,0.57,0.61
2017-03-20,0.64,0.79,0.64,0.69
2017-03-27,0.58,0.6,0.54,0.56
2017-04-03,0.67,0.67,0.61,0.67
2017-04-10,0.62,0.96,0.62,0.96
2017-04-17,0.63,0.7,0.62,0.67
2017-04-24,0.61,0.72,0.61,0.68
2017-05-01,0.62,0.77,0.61,0.64
2017-05-08,0.6,0.65,0.57,0.57
2017-05-15,0.55,0.73,0.54,0.62
2017-05-22,0.54,0.64,0.54,0.64
2017-05-29,0.68,0.68,0.6,0.6
2017-06-05,0.51,0.72,0.51,0.72
2017-06-12,0.68,0.8,0.64,0.67
2017-06-19,0.58,0.72,0.5,0.58
2017-06-26,0.64,0.69,0.6,0.67
2017-07-03,0.55,0.66,0.55,0.66
2017-07-10,0.64,0.69,0.53,0.53
2017-07-17,0.63,0.63,0.53,0.56
2017-07-24,0.68,0.71,0.61,0.63
2017-07-31,0.62,0.75,0.62,0.66
2017-08-07,0.77,0.94,0.67,0.94
2017-08-14,0.59,0.82,0.59,0.82
2017-08-21,0.57,0.69,0.55,0.69
2017-08-28,0.55,0.61,0.55,0.56
2017-09-04,0.67,0.73,0.55,0.73
2017-09-11,0.65,0.65,0.55,0.63
2017-09-18,0.61,0.77,0.61,0.77
2017-09-25,0.64,0.69,0.52,0.59
2017-10-02,0.61,0.7,0.58,0.7
2017-10-09,0.73,0.73,0.54,0.65
2017-10-16,0.7,0.72,0.6,0.6
2017-10-23,0.65,0.71,0.55,0.55
2017-10-30,0.69,0.71,0.57,0.6
2017-11-06,0.61,0.68,0.61,0.66
2017-11-13,0.69,0.74,0.56,0.56
2017-11-20,0.59,0.62,0.57,0.62
2017-11-27,0.61,0.63,0.5,0.63
2017-12-04,0.56,0.67,0.56,0.6
2017-12-11,0.63,0.63,0.51,0.57
2017-12-18,0.5,0.64,0.5,0.64
2017-12-25,0.58,0.59,0.55,0.59
2018-01-01,0.47,0.58,0.47,0.58
2018-01-08,0.63,0.65,0.5,0.5
2018-01-15,0.49,0.56,0.48,0.56
2018-01-22,0.56,0.56,0.49,0.49
2018-01-29,0.57,0.77,0.57,0.77
2018-02-05,0.73,0.88,0.68,0.88
2018-02-12,0.67,0.73,0.52,0.52
2018-02-19,0.66,0.66,0.58,0.62
2018-02-26,0.59,0.72,0.59,0.71
2018-03-05,0.55,0.61,0.52,0.53
2018-03-12,0.57,0.69,0.57,0.63
2018-03-19,0.67,0.76,0.62,0.76
2018-03-26,0.63,0.71,0.63,0.63
2018-04-02,0.77,0.77,0.61,0.76
2018-04-09,0.61,0.66,0.57,0.66
2018-04-16,0.64,0.68,0.56,0.65
2018-04-23,0.61,0.7,0.61,0.64
2018-04-30,0.61,0.76,0.55,0.55
2018-05-07,0.54,0.61,0.51,0.6
2018-05-14,0.62,0.66,0.5,0.66
2018-05-21,0.54,0.65,0.54,0.61
2018-05-28,0.65,0.65,0.56,0.56
2018-06-04,0.55,0.6,0.48,0.6
2018-06-11,0.54,0.61,0.5,0.61
2018-06-18,0.54,0.59,0.54,0.56
