ticker,signal_date,signal_type,volume,price,volume_mean_50d,volume_std_50d,volume_threshold,std_deviations_above_mean,volume_vs_avg_ratio,volume_excess_shares,volume_excess_pct,threshold_confidence,anomaly_strength,detection_method,volume_vs_avg,price_vs_high,volume_percentile,volume_surge_ratio
MELI,2024-02-22,Price-Volume Breakout,711900,1817.97998046875,,,,,,,,,,breakout,1.9253202556636346,0.009938400295612437,,
MELI,2024-05-03,Price-Volume Breakout,1346800,1630.56005859375,,,,,,,,,,breakout,3.4571450573709472,0.03134728563804545,,
MELI,2024-08-02,Price-Volume Breakout,958300,1776.1400146484375,,,,,,,,,,breakout,3.053758643765336,0.0065967779248725655,,
MELI,2024-08-07,Price-Volume Breakout,587100,1859.699951171875,,,,,,,,,,breakout,1.6935414082556899,0.005243216849662113,,
MELI,2024-08-15,Price-Volume Breakout,519000,1996.43994140625,,,,,,,,,,breakout,1.4669442900347656,0.03809309874754141,,
MELI,2025-02-21,Price-Volume Breakout,1257200,2260.0,,,,,,,,,,breakout,3.4166447743887525,0.064030131826742,,
MELI,2025-05-08,Price-Volume Breakout,906000,2410.0,,,,,,,,,,breakout,1.9251609613055396,0.025968497232865095,,
MELI,2025-02-20,Absolute Volume Spike,731500,2110.469970703125,,,,,,,,,,absolute,,,107.08926545401314,
MELI,2025-02-21,Absolute Volume Spike,1257200,2260.0,,,,,,,,,,absolute,,,178.7941492274108,
MELI,2025-03-07,Absolute Volume Spike,771600,2009.3399658203125,,,,,,,,,,absolute,,,112.95977747685104,
MELI,2025-03-10,Absolute Volume Spike,868400,1944.6099853515625,,,,,,,,,,absolute,,,123.05163520943154,
MELI,2025-04-04,Absolute Volume Spike,853300,1841.2900390625,,,,,,,,,,absolute,,,118.33146121950884,
MELI,2025-04-09,Absolute Volume Spike,927400,1980.6600341796875,,,,,,,,,,absolute,,,127.3647419126685,
MELI,2025-05-08,Absolute Volume Spike,906000,2410.0,,,,,,,,,,absolute,,,124.42576684588924,
MELI,2025-08-05,Absolute Volume Spike,1124100,2408.02001953125,,,,,,,,,,absolute,,,149.970982395987,
MELI,2024-11-07,Volume Surge Pattern,2966800,1774.050048828125,,,,,,,,,,pattern,,,,2.1450987631530367
REGN,2024-03-15,Volume 3.0σ Spike,1090500,960.3529663085938,507516.0,147990.78757869784,951488.3627360936,3.9393262887393146,2.1487007306173598,139011.63726390642,14.609914604122482,99.7%,Very Strong,statistical,,,,
REGN,2024-05-02,Volume 3.0σ Spike,1067000,933.6076049804688,473454.0,168292.4497924457,978331.3493773371,3.526872421977442,2.253650829858867,88668.65062266286,9.063253536656713,99.7%,Very Strong,statistical,,,,
REGN,2024-06-21,Volume 3.0σ Spike,1269900,1048.6446533203125,460970.0,195572.5954781007,1047687.7864343021,4.136213450675303,2.7548430483545565,222212.2135656979,21.209774175374744,99.7%,Extreme,statistical,,,,
REGN,2024-09-20,Volume 3.0σ Spike,913900,1140.142333984375,458960.0,141812.77251707474,884398.3175512243,3.2080326188194626,1.9912410667596305,29501.68244877574,3.3357913355671895,99.7%,Strong,statistical,,,,
REGN,2024-09-23,Volume 3.0σ Spike,1168300,1087.3187255859375,472896.0,173718.49379301642,994051.4813790492,4.003051055856873,2.4705220598186495,174248.51862095075,17.529124183710838,99.7%,Extreme,statistical,,,,
REGN,2024-09-24,Volume 3.0σ Spike,1695200,1041.5150146484375,498108.0,244928.38923461124,1232893.1677038337,4.887518362982958,3.403278003967011,462306.83229616634,37.49772035456863,99.7%,Extreme,statistical,,,,
REGN,2024-10-22,Volume 3.0σ Spike,1511700,958.232177734375,596140.0,293536.3962413645,1476749.1887240934,3.1190680669362982,2.5358137350286847,34950.81127590663,2.3667398325171263,99.7%,Strong,statistical,,,,
REGN,2024-10-31,Volume 3.0σ Spike,2291400,834.6220092773438,651940.0,374111.83256521856,1774275.4976956556,4.382272511292983,3.514740620302482,517124.50230434444,29.145671175415604,99.7%,Extreme,statistical,,,,
REGN,2025-03-21,Volume 3.0σ Spike,1869100,656.51171875,963108.0,298130.0126194775,1857498.0378584326,3.038915780533561,1.9406961628394739,11601.962141567376,0.6246015826182858,99.7%,Strong,statistical,,,,
REGN,2025-04-29,Volume 3.0σ Spike,2660300,567.20947265625,1039444.0,388981.75244961755,2206389.2573488527,4.166920401259541,2.559349036600336,453910.7426511473,20.57255949462681,99.7%,Extreme,statistical,,,,
REGN,2025-05-08,Volume 3.0σ Spike,2709200,546.0328979492188,1149100.0,451610.1538057002,2503930.4614171004,3.4545281740304143,2.3576712209555306,205269.5385828996,8.197892942551098,99.7%,Strong,statistical,,,,
REGN,2025-05-30,Volume 3.0σ Spike,6313100,489.5366516113281,1300284.0,852301.0791584707,3857187.237475412,5.881508451156089,4.8551701013009465,2455912.762524588,63.67107976153164,99.7%,Extreme,statistical,,,,
REGN,2024-06-21,Price-Volume Breakout,1269900,1048.6446533203125,,,,,,,,,,breakout,3.0323556333824175,0.0007603277731884628,,
REGN,2025-03-10,Price-Volume Breakout,1631300,742.6036987304688,,,,,,,,,,breakout,1.7395337925739514,0.007889151872692457,,
REGN,2025-01-10,Absolute Volume Spike,1117200,693.9052734375,,,,,,,,,,absolute,,,102.79814867637722,
REGN,2025-01-13,Absolute Volume Spike,1406000,713.8399047851562,,,,,,,,,,absolute,,,129.33730728189278,
REGN,2025-01-17,Absolute Volume Spike,1111900,678.6705932617188,,,,,,,,,,absolute,,,102.12722964160406,
REGN,2025-01-21,Absolute Volume Spike,1145300,684.864013671875,,,,,,,,,,absolute,,,104.10587839618957,
REGN,2025-01-23,Absolute Volume Spike,1145000,691.6748657226562,,,,,,,,,,absolute,,,102.75647612594622,
REGN,2025-02-04,Absolute Volume Spike,1654500,694.0745849609375,,,,,,,,,,absolute,,,146.45351461879602,
REGN,2025-02-05,Absolute Volume Spike,1436100,713.6605224609375,,,,,,,,,,absolute,,,125.4087945962703,
REGN,2025-02-11,Absolute Volume Spike,1270800,662.619384765625,,,,,,,,,,absolute,,,109.96408947345653,
REGN,2025-02-12,Absolute Volume Spike,1292200,661.0262451171875,,,,,,,,,,absolute,,,109.4208451706049,
REGN,2025-03-04,Absolute Volume Spike,1197600,673.4708862304688,,,,,,,,,,absolute,,,100.05514060855181,
REGN,2025-03-10,Absolute Volume Spike,1631300,742.6036987304688,,,,,,,,,,absolute,,,132.61146134367377,
REGN,2025-03-14,Absolute Volume Spike,1306000,664.8766479492188,,,,,,,,,,absolute,,,102.80995508952574,
REGN,2025-03-21,Absolute Volume Spike,1869100,656.51171875,,,,,,,,,,absolute,,,145.9743992252603,
REGN,2025-04-04,Absolute Volume Spike,1547700,571.7359008789062,,,,,,,,,,absolute,,,119.5102835058512,
REGN,2025-04-07,Absolute Volume Spike,1687400,571.0679321289062,,,,,,,,,,absolute,,,129.6130580892943,
REGN,2025-04-09,Absolute Volume Spike,1871500,574.99609375,,,,,,,,,,absolute,,,139.99588577412908,
REGN,2025-04-29,Absolute Volume Spike,2660300,567.20947265625,,,,,,,,,,absolute,,,191.57110194970033,
REGN,2025-04-30,Absolute Volume Spike,1679400,596.9702758789062,,,,,,,,,,absolute,,,118.30551338633155,
REGN,2025-05-02,Absolute Volume Spike,1606400,603.7997436523438,,,,,,,,,,absolute,,,109.26999156531447,
REGN,2025-05-08,Absolute Volume Spike,2709200,546.0328979492188,,,,,,,,,,absolute,,,177.3152693239087,
REGN,2025-05-12,Absolute Volume Spike,1898300,573.909423828125,,,,,,,,,,absolute,,,120.5947468895221,
REGN,2025-05-14,Absolute Volume Spike,1664500,569.6521606445312,,,,,,,,,,absolute,,,102.89903901137795,
REGN,2025-05-30,Absolute Volume Spike,6313100,489.5366516113281,,,,,,,,,,absolute,,,384.5371374273637,
REGN,2025-06-02,Absolute Volume Spike,2944300,490.06585693359375,,,,,,,,,,absolute,,,177.47438215792647,
REGN,2025-06-03,Absolute Volume Spike,2141600,487.1203002929688,,,,,,,,,,absolute,,,128.1470555676892,
REGN,2025-06-04,Absolute Volume Spike,1870700,484.19476318359375,,,,,,,,,,absolute,,,111.15270350564468,
REGN,2025-06-05,Absolute Volume Spike,1791100,482.3375854492188,,,,,,,,,,absolute,,,105.92521186816566,
REGN,2025-06-09,Absolute Volume Spike,1983100,516.815185546875,,,,,,,,,,absolute,,,114.07911502541204,
REGN,2025-06-20,Absolute Volume Spike,2259300,508.9471740722656,,,,,,,,,,absolute,,,123.71591282444427,
CHTR,2024-05-08,Volume 3.0σ Spike,3248400,272.7799987792969,1420248.0,502707.4429120611,2928370.3287361832,3.636612160365009,2.287206178075942,320029.67126381677,10.928592880598341,99.7%,Very Strong,statistical,,,,
CHTR,2024-06-28,Volume 3.0σ Spike,4560600,298.9599914550781,1242240.0,721233.3025690739,3405939.907707222,4.600952269092143,3.671271251931994,1154660.0922927782,33.90136419259556,99.7%,Extreme,statistical,,,,
CHTR,2024-07-26,Volume 3.0σ Spike,4962600,367.6199951171875,1285588.0,833025.9945572903,3784665.983671871,4.414042327639654,3.8601791553748166,1177934.016328129,31.1238566734838,99.7%,Extreme,statistical,,,,
CHTR,2024-09-24,Volume 3.0σ Spike,4190400,323.3599853515625,1311200.0,818620.7890876766,3767062.36726303,3.5171352088538637,3.1958511287370346,423337.6327369702,11.237871621556067,99.7%,Very Strong,statistical,,,,
CHTR,2024-11-01,Volume 3.0σ Spike,4442300,366.489990234375,1228132.0,785321.6209572079,3584096.8628716236,4.0928046729215675,3.6171193324496063,858203.1371283764,23.944752889317094,99.7%,Extreme,statistical,,,,
CHTR,2025-01-30,Volume 3.0σ Spike,3273000,336.6199951171875,1082708.0,498987.5103095239,2579670.5309285717,4.389472591491024,3.0229757238332033,693329.4690714283,26.876667417751953,99.7%,Extreme,statistical,,,,
CHTR,2025-01-31,Volume 3.0σ Spike,2805400,345.489990234375,1118262.0,555159.0273690837,2783739.082107251,3.0390175009769735,2.5087144157630323,21660.917892748956,0.778123137760165,99.7%,Strong,statistical,,,,
CHTR,2025-04-09,Volume 3.0σ Spike,3280500,346.9800109863281,1326378.0,636184.0396954835,3234930.1190864504,3.071630028529735,2.473276848681145,45569.88091354957,1.408682080786913,99.7%,Strong,statistical,,,,
CHTR,2025-05-16,Volume 3.0σ Spike,3625400,427.25,1497330.0,581069.646059255,3240538.938177765,3.662332070574185,2.4212431461334507,384861.0618222351,11.87645231748556,99.7%,Very Strong,statistical,,,,
CHTR,2025-07-25,Volume 3.0σ Spike,9638100,309.75,1464634.0,1288733.064238372,5330833.192715116,6.342249009363653,6.580551864834491,4307266.807284884,80.79912935882156,99.7%,Extreme,statistical,,,,
CHTR,2024-05-31,Price-Volume Breakout,2230700,287.1199951171875,,,,,,,,,,breakout,1.7567702372076908,0.008535574326258288,,
CHTR,2024-06-28,Price-Volume Breakout,4560600,298.9599914550781,,,,,,,,,,breakout,4.008813541443862,0.005177788843446329,,
CHTR,2024-07-15,Price-Volume Breakout,1842800,324.5899963378906,,,,,,,,,,breakout,1.4964877850713947,0.038289301412777865,,
CHTR,2024-07-26,Price-Volume Breakout,4962600,367.6199951171875,,,,,,,,,,breakout,3.260942418009896,0.09541116934245619,,
CHTR,2024-11-01,Price-Volume Breakout,4442300,366.489990234375,,,,,,,,,,breakout,3.37477873977265,0.04306126341527983,,
CHTR,2024-11-06,Price-Volume Breakout,2412000,408.0199890136719,,,,,,,,,,breakout,1.9266817194223151,0.056553930167548616,,
CHTR,2025-05-16,Price-Volume Breakout,3625400,427.25,,,,,,,,,,breakout,2.3141441909155125,0.00961767426310467,,
CHTR,2025-01-30,Absolute Volume Spike,3273000,336.6199951171875,,,,,,,,,,absolute,,,118.65101087181125,
CHTR,2025-01-31,Absolute Volume Spike,2805400,345.489990234375,,,,,,,,,,absolute,,,100.53611616805954,
CHTR,2025-03-12,Absolute Volume Spike,2413700,349.75,,,,,,,,,,absolute,,,103.83023754011347,
CHTR,2025-03-31,Absolute Volume Spike,2349900,368.5299987792969,,,,,,,,,,absolute,,,102.31569872622424,
CHTR,2025-04-09,Absolute Volume Spike,3280500,346.9800109863281,,,,,,,,,,absolute,,,137.96105297023152,
CHTR,2025-04-25,Absolute Volume Spike,2702300,373.6499938964844,,,,,,,,,,absolute,,,112.00013262791859,
CHTR,2025-05-16,Absolute Volume Spike,3625400,427.25,,,,,,,,,,absolute,,,152.46578309351543,
CHTR,2025-07-24,Absolute Volume Spike,2574000,380.0,,,,,,,,,,absolute,,,108.24927613027766,
CHTR,2025-07-25,Absolute Volume Spike,9638100,309.75,,,,,,,,,,absolute,,,399.46285692970514,
CHTR,2025-07-28,Absolute Volume Spike,4020600,298.2699890136719,,,,,,,,,,absolute,,,161.74042122667043,
CHTR,2025-07-29,Absolute Volume Spike,4374500,280.67999267578125,,,,,,,,,,absolute,,,169.84260100480662,
CHTR,2025-07-30,Absolute Volume Spike,3908200,279.8900146484375,,,,,,,,,,absolute,,,151.73822225328271,
CHTR,2025-07-31,Absolute Volume Spike,3532500,269.3599853515625,,,,,,,,,,absolute,,,134.1261298204248,
CHTR,2025-08-05,Absolute Volume Spike,3549300,265.9800109863281,,,,,,,,,,absolute,,,129.12673104873411,
KLAC,2024-05-31,Volume 3.0σ Spike,1684800,750.8955688476562,833164.0,227361.52435973822,1515248.5730792147,3.7457349144638736,2.022170905127922,169551.42692078534,11.189677385818694,99.7%,Very Strong,statistical,,,,
KLAC,2024-06-21,Volume 3.0σ Spike,1919400,807.2672729492188,842236.0,280272.6236640146,1683053.870992044,3.8432722608373027,2.278933695543767,236346.129007956,14.04269542891377,99.7%,Very Strong,statistical,,,,
KLAC,2024-07-17,Volume 3.0σ Spike,1699600,772.8629760742188,759006.0,312946.4545775416,1697845.3637326248,3.005606825837806,2.239244485550839,1754.636267375201,0.10334488080338036,99.7%,Strong,statistical,,,,
KLAC,2024-07-24,Volume 3.0σ Spike,2430100,747.17822265625,808892.0,390113.8033017171,1979233.4099051512,4.155730933586436,3.004232950752387,450866.59009484877,22.77985950714399,99.7%,Extreme,statistical,,,,
KLAC,2024-10-15,Volume 3.0σ Spike,2870900,700.9547729492188,901260.0,395348.042997611,2087304.128992833,4.982040596598836,3.1854292878858486,783595.871007167,37.54104924734989,99.7%,Extreme,statistical,,,,
KLAC,2024-10-16,Volume 3.0σ Spike,2280600,676.0650634765625,922794.0,439073.83713113813,2240015.5113934143,3.0924320357408686,2.47140748639458,40584.488606585655,1.811794980890103,99.7%,Strong,statistical,,,,
KLAC,2025-03-21,Volume 3.0σ Spike,2454800,703.2628173828125,1135348.0,409034.769361895,2362452.3080856847,3.225769784946106,2.162156448947812,92347.69191431534,3.908975922952936,99.7%,Strong,statistical,,,,
KLAC,2025-04-07,Volume 3.0σ Spike,2996100,601.858154296875,1120844.0,508157.1664156589,2645315.499246977,3.690307101693201,2.673074932818483,350784.5007530232,13.260592199791613,99.7%,Very Strong,statistical,,,,
KLAC,2025-04-08,Volume 3.0σ Spike,2719800,596.771484375,1128084.0,528319.2612233551,2713041.783670065,3.012791917361267,2.4109906709074855,6758.216329935007,0.24910107800819917,99.7%,Strong,statistical,,,,
KLAC,2025-04-09,Volume 3.0σ Spike,3447900,700.0973510742188,1169300.0,621165.1313524956,3032795.394057487,3.6682677197908453,2.9486872487813223,415104.60594251286,13.687194551794565,99.7%,Very Strong,statistical,,,,
KLAC,2025-01-06,Price-Volume Breakout,1676400,685.5980834960938,,,,,,,,,,breakout,1.5180382497826717,0.02953020956814867,,
KLAC,2025-01-16,Price-Volume Breakout,2019600,742.170166015625,,,,,,,,,,breakout,1.7791794772404923,0.027345168014707433,,
KLAC,2025-05-12,Price-Volume Breakout,2110300,756.9962158203125,,,,,,,,,,breakout,1.5200532063040826,0.05351592424077012,,
KLAC,2025-01-16,Absolute Volume Spike,2019600,742.170166015625,,,,,,,,,,absolute,,,111.6674084989094,
KLAC,2025-01-27,Absolute Volume Spike,2357800,697.923583984375,,,,,,,,,,absolute,,,126.37988470475365,
KLAC,2025-03-21,Absolute Volume Spike,2454800,703.2628173828125,,,,,,,,,,absolute,,,131.57915895038988,
KLAC,2025-04-04,Absolute Volume Spike,2072800,573.8965454101562,,,,,,,,,,absolute,,,108.19049209762615,
KLAC,2025-04-07,Absolute Volume Spike,2996100,601.858154296875,,,,,,,,,,absolute,,,155.47235605924982,
KLAC,2025-04-08,Absolute Volume Spike,2719800,596.771484375,,,,,,,,,,absolute,,,138.36890744118259,
KLAC,2025-04-09,Absolute Volume Spike,3447900,700.0973510742188,,,,,,,,,,absolute,,,171.58170272906426,
KLAC,2025-04-10,Absolute Volume Spike,2676100,653.760009765625,,,,,,,,,,absolute,,,130.997398261755,
KLAC,2025-05-12,Absolute Volume Spike,2110300,756.9962158203125,,,,,,,,,,absolute,,,101.84968447978378,
KLAC,2025-06-20,Absolute Volume Spike,2347800,848.1541748046875,,,,,,,,,,absolute,,,112.35239929654135,
KLAC,2025-07-31,Absolute Volume Spike,2284100,877.1211547851562,,,,,,,,,,absolute,,,109.30407838539489,
META,2024-04-24,Volume 3.0σ Spike,37772700,491.328125,15419388.0,5911423.502194889,33153658.506584667,3.7813754997760354,2.4496886646863025,4619041.493415333,13.93222257054359,99.7%,Very Strong,statistical,,,,
META,2024-04-25,Volume 3.0σ Spike,82890700,439.4375305175781,16658870.0,11210094.107548878,50289152.32264663,5.90823139971675,4.97576966504931,32601547.677353367,64.82819091518463,99.7%,Extreme,statistical,,,,
META,2024-07-17,Volume 3.0σ Spike,28076600,460.4134826660156,12550290.0,4004623.8112833956,24564161.433850188,3.877095760219273,2.2371275882868047,3512438.566149812,14.299037138347256,99.7%,Very Strong,statistical,,,,
META,2024-08-01,Volume 3.0σ Spike,43083100,496.0414733886719,13716794.0,6166642.359564854,32216721.07869456,4.7621224464965115,3.1409015838540695,10866378.92130544,33.72900331713631,99.7%,Extreme,statistical,,,,
META,2024-10-30,Volume 3.0σ Spike,26864900,590.3431396484375,11367166.0,3760375.079892091,22648291.239676274,4.121326641821254,2.3633771161607036,4216608.760323726,18.617778779428996,99.7%,Extreme,statistical,,,,
META,2024-10-31,Volume 3.0σ Spike,26838400,566.1828002929688,11635468.0,4343450.881943187,24665820.64582956,3.500196597871613,2.306602536313967,2172579.3541704416,8.808056238492824,99.7%,Very Strong,statistical,,,,
META,2024-12-20,Volume 3.0σ Spike,48989400,584.2802124023438,12801474.0,6742523.322754,33029043.968262002,5.367119143344535,3.8268561885920325,15960356.031737998,48.32218591332674,99.7%,Extreme,statistical,,,,
META,2025-04-03,Volume 3.0σ Spike,34777500,531.2112426757812,17424930.0,5151671.47201879,32879944.416056372,3.3683378480654613,1.9958473290853966,1897555.5839436278,5.771164208589684,99.7%,Strong,statistical,,,,
META,2025-04-04,Volume 3.0σ Spike,38589800,504.3419494628906,17998522.0,5847511.933564531,35541057.800693594,3.5213742586495167,2.1440538284199113,3048742.199306406,8.578085144238191,99.7%,Very Strong,statistical,,,,
META,2025-07-30,Volume 3.0σ Spike,27077300,695.2100219726562,11543260.0,3746232.6304745954,22781957.891423784,4.146576449533529,2.345723824985316,4295342.108576216,18.854139442480434,99.7%,Extreme,statistical,,,,
META,2025-07-31,Volume 3.0σ Spike,38831100,773.4400024414062,12128034.0,5366945.341687122,28228870.02506137,4.9754682226008615,3.2017637813350457,10602229.974938631,37.55810971365859,99.7%,Extreme,statistical,,,,
META,2024-07-05,Price-Volume Breakout,21354100,538.0675659179688,,,,,,,,,,breakout,1.8176981719254879,0.032569523414706314,,
META,2025-01-24,Price-Volume Breakout,19065300,646.4170532226562,,,,,,,,,,breakout,1.492531977571795,0.015056810353466732,,
META,2025-01-27,Price-Volume Breakout,28399200,658.7865600585938,,,,,,,,,,breakout,2.126356026916632,0.012085932891721995,,
META,2025-01-28,Price-Volume Breakout,20950100,673.2125854492188,,,,,,,,,,breakout,1.529996925414649,0.01575606572171928,,
META,2025-01-30,Price-Volume Breakout,29322900,685.8616333007812,,,,,,,,,,breakout,1.9743410424369523,0.006475494825387784,,
META,2025-06-27,Price-Volume Breakout,18775700,733.6300048828125,,,,,,,,,,breakout,1.5631236998736782,0.007429120866410566,,
META,2025-07-31,Price-Volume Breakout,38831100,773.4400024414062,,,,,,,,,,breakout,3.0018135604226384,0.03414891990056135,,
META,2025-01-27,Absolute Volume Spike,28399200,658.7865600585938,,,,,,,,,,absolute,,,106.6066249249932,
META,2025-01-30,Absolute Volume Spike,29322900,685.8616333007812,,,,,,,,,,absolute,,,109.20873397249382,
META,2025-03-20,Absolute Volume Spike,24336500,585.5494384765625,,,,,,,,,,absolute,,,100.11471241779921,
META,2025-03-21,Absolute Volume Spike,25015900,595.7915649414062,,,,,,,,,,absolute,,,101.51638061977349,
META,2025-04-03,Absolute Volume Spike,34777500,531.2112426757812,,,,,,,,,,absolute,,,138.5244571197548,
META,2025-04-04,Absolute Volume Spike,38589800,504.3419494628906,,,,,,,,,,absolute,,,149.6726209580378,
META,2025-04-07,Absolute Volume Spike,36606100,515.8530883789062,,,,,,,,,,absolute,,,141.08707591802136,
META,2025-04-08,Absolute Volume Spike,28034200,510.05755615234375,,,,,,,,,,absolute,,,104.40916450731974,
META,2025-04-09,Absolute Volume Spike,39216600,585.3196411132812,,,,,,,,,,absolute,,,143.17286080489336,
META,2025-04-10,Absolute Volume Spike,28173500,545.8699951171875,,,,,,,,,,absolute,,,100.42854168924276,
META,2025-04-30,Absolute Volume Spike,29244000,548.577880859375,,,,,,,,,,absolute,,,108.91488278074846,
META,2025-05-01,Absolute Volume Spike,31159000,571.7700805664062,,,,,,,,,,absolute,,,113.75599031582728,
META,2025-07-30,Absolute Volume Spike,27077300,695.2100219726562,,,,,,,,,,absolute,,,100.43330089078535,
META,2025-07-31,Absolute Volume Spike,38831100,773.4400024414062,,,,,,,,,,absolute,,,141.1634219327136,
ASML,2024-04-17,Volume 3.0σ Spike,3774100,897.5045166015625,1129626.0,502238.0209804582,2636340.0629413743,5.265379938455307,3.3410172924490054,1137759.9370586257,43.15679729834333,99.7%,Extreme,statistical,,,,
ASML,2024-07-17,Volume 3.0σ Spike,5188400,923.5989990234376,1024236.0,684142.2643436264,3076662.7930308795,6.086693100294197,5.0656294057229,2111737.2069691205,68.63726540823825,99.7%,Extreme,statistical,,,,
ASML,2024-10-15,Volume 3.0σ Spike,9350700,725.1404418945312,1469196.0,1275045.5386761522,5294332.616028457,6.181350987811124,6.364501400766133,4056367.383971543,76.61716174935806,99.7%,Extreme,statistical,,,,
ASML,2024-10-16,Volume 3.0σ Spike,10296200,678.5701293945312,1635206.0,1783839.8293854864,6986725.488156459,4.855253177626166,6.296576700427958,3309474.5118435407,47.36803410200663,99.7%,Extreme,statistical,,,,
ASML,2025-01-27,Volume 3.0σ Spike,4947800,686.742431640625,1709804.0,790611.275251689,4081637.825755067,4.095560108182359,2.8937819773494504,866162.1742449328,21.220946375483486,99.7%,Extreme,statistical,,,,
